fixed_T_ms,fixed_T2_ms2,phase_rad,upper_probability,lower_probability
11.5,132.25,2.1607646076794658,43.083087901833714,57.41377731385242
11.5,132.25,2.171253756260434,43.02591886531687,57.33302418577313
11.5,132.25,2.1817429048414025,42.96776558780999,57.25085915259835
11.5,132.25,2.1922320534223707,42.90863446740818,57.16729125422607
11.5,132.25,2.202721202003339,42.848532009789935,57.082329684899136
11.5,132.25,2.213210350584307,42.78746482750156,56.995983792193854
11.5,132.25,2.2236994991652757,42.72543963922952,56.90826307599153
11.5,132.25,2.234188647746244,42.662463269061234,56.81917718743311
11.5,132.25,2.244677796327212,42.59854264573439,56.72873592785759
11.5,132.25,2.25516694490818,42.53368480187455,56.63694924772357
11.5,132.25,2.2656560934891488,42.46789687322138,56.54382724551434
11.5,132.25,2.276145242070117,42.40118609784368,56.449380166627094
11.5,132.25,2.286634390651085,42.33355981534297,56.35361840224557
11.5,132.25,2.2971235392320533,42.265025466045955,56.256552488196746
11.5,132.25,2.307612687813022,42.195590590186,56.15819310379182
11.5,132.25,2.31810183639399,42.12526282707351,56.05855107065121
11.5,132.25,2.328590984974958,42.0540499142554,55.95763735151381
11.5,132.25,2.3390801335559264,41.98195968666389,55.85546304903109
11.5,132.25,2.349569282136895,41.90900007575446,55.75203940454543
11.5,132.25,2.360058430717863,41.83517910863314,55.64737779685325
11.5,132.25,2.3705475792988313,41.7605049071735,55.541489740953324
11.5,132.25,2.3810367278798,41.68498568712299,55.434386886779755
11.5,132.25,2.391525876460768,41.60862975719898,55.326081017920146
11.5,132.25,2.4020150250417363,41.53144551817478,55.21658405031934
11.5,132.25,2.4125041736227044,41.45344146195526,55.105908030968365
11.5,132.25,2.422993322203673,41.3746261706425,54.994065136578826
11.5,132.25,2.433482470784641,41.29500831559179,54.88106767224349
11.5,132.25,2.4439716193656094,41.2145966564574,54.76692807008231
11.5,132.25,2.4544607679465775,41.13340004022889,54.65165888787455
11.5,132.25,2.464949916527546,41.05142740025781,54.53527280767736
11.5,132.25,2.4754390651085143,40.96868775527477,54.41778263443038
11.5,132.25,2.4859282136894825,40.88519020839719,54.29920129454683
11.5,132.25,2.4964173622704506,40.80094394612786,54.17954183449156
