Parameter,atoms_UP_Fit,atoms_UP_Fit_Std,atoms_DW_Fit,atoms_DW_Fit_Std,atoms_UP_Raw,atoms_UP_Raw_Std,atoms_DW_Raw,atoms_DW_Raw_Std,amp_UP_Fit,amp_UP_Fit_Std,amp_DW_Fit,amp_DW_Fit_Std,amp_UP_Raw,amp_UP_Raw_Std,amp_DW_Raw,amp_DW_Raw_Std,sigma_UP_Fit,sigma_UP_Fit_Std,sigma_DW_Fit,sigma_DW_Fit_Std,sigma_UP_Raw,sigma_UP_Raw_Std,sigma_DW_Raw,sigma_DW_Raw_Std,temp_UP_Fit,temp_UP_Fit_Std,temp_DW_Fit,temp_DW_Fit_Std,temp_UP_Raw,temp_UP_Raw_Std,temp_DW_Raw,temp_DW_Raw_Std,arrival_UP_Fit,arrival_UP_Fit_Std,arrival_DW_Fit,arrival_DW_Fit_Std,arrival_UP_Raw,arrival_UP_Raw_Std,arrival_DW_Raw,arrival_DW_Raw_Std,prob_UP_Fit,prob_UP_Fit_Std,prob_DW_Fit,prob_DW_Fit_Std,prob_UP_Raw,prob_UP_Raw_Std,prob_DW_Raw,prob_DW_Raw_Std
1,189788.9904,0.0000,774842.5179,0.0000,184927.3995,0.0000,771545.9216,0.0000,0.0035,0.0000,0.0073,0.0000,0.0035,0.0000,0.0074,0.0000,2.9160,0.0000,5.7080,0.0000,3.2283,0.0000,5.9001,0.0000,1.7904,0.0000,6.9646,0.0000,2.1937,0.0000,7.4326,0.0000,0.7985,0.0000,0.8036,0.0000,0.7984,0.0000,0.8032,0.0000,19.6748,0.0000,80.3252,0.0000,19.3343,0.0000,80.6657,0.0000
2,183691.9021,0.0000,782486.5913,0.0000,182852.5490,0.0000,772999.9431,0.0000,0.0034,0.0000,0.0073,0.0000,0.0035,0.0000,0.0072,0.0000,2.9054,0.0000,5.7643,0.0000,3.6736,0.0000,5.9001,0.0000,1.7770,0.0000,7.1009,0.0000,2.8357,0.0000,7.4355,0.0000,0.7984,0.0000,0.8035,0.0000,0.7978,0.0000,0.8033,0.0000,19.0122,0.0000,80.9878,0.0000,19.1298,0.0000,80.8702,0.0000
3,201498.9931,0.0000,747865.6435,0.0000,197969.0650,0.0000,740324.6045,0.0000,0.0038,0.0000,0.0069,0.0000,0.0039,0.0000,0.0068,0.0000,2.8515,0.0000,5.8286,0.0000,3.1727,0.0000,6.0671,0.0000,1.7120,0.0000,7.2598,0.0000,2.1175,0.0000,7.8608,0.0000,0.7985,0.0000,0.8035,0.0000,0.7982,0.0000,0.8033,0.0000,21.2246,0.0000,78.7754,0.0000,21.0988,0.0000,78.9012,0.0000
4,192490.7008,0.0000,754195.8808,0.0000,178266.9335,0.0000,748101.9041,0.0000,0.0037,0.0000,0.0070,0.0000,0.0037,0.0000,0.0069,0.0000,2.7977,0.0000,5.7940,0.0000,2.7831,0.0000,6.1784,0.0000,1.6478,0.0000,7.1742,0.0000,1.6319,0.0000,8.1488,0.0000,0.7984,0.0000,0.8035,0.0000,0.7987,0.0000,0.8032,0.0000,20.3331,0.0000,79.6669,0.0000,19.2436,0.0000,80.7564,0.0000
5,200255.8182,0.0000,735424.6168,0.0000,186150.4442,0.0000,719967.2852,0.0000,0.0038,0.0000,0.0067,0.0000,0.0038,0.0000,0.0065,0.0000,2.8340,0.0000,5.9028,0.0000,2.9500,0.0000,6.0671,0.0000,1.6910,0.0000,7.4475,0.0000,1.8332,0.0000,7.8653,0.0000,0.7985,0.0000,0.8036,0.0000,0.7986,0.0000,0.8035,0.0000,21.4022,0.0000,78.5978,0.0000,20.5437,0.0000,79.4563,0.0000
6,210805.4909,0.0000,750785.4480,0.0000,195691.6847,0.0000,735910.4474,0.0000,0.0040,0.0000,0.0069,0.0000,0.0040,0.0000,0.0068,0.0000,2.8341,0.0000,5.8514,0.0000,3.0614,0.0000,6.4567,0.0000,1.6910,0.0000,7.3174,0.0000,1.9734,0.0000,8.8927,0.0000,0.7984,0.0000,0.8035,0.0000,0.7985,0.0000,0.8029,0.0000,21.9226,0.0000,78.0774,0.0000,21.0059,0.0000,78.9941,0.0000
7,211408.7413,0.0000,747152.9733,0.0000,204533.3829,0.0000,738416.9281,0.0000,0.0039,0.0000,0.0068,0.0000,0.0039,0.0000,0.0066,0.0000,2.9151,0.0000,5.9087,0.0000,3.3397,0.0000,5.7888,0.0000,1.7892,0.0000,7.4625,0.0000,2.3472,0.0000,7.1698,0.0000,0.7985,0.0000,0.8036,0.0000,0.7983,0.0000,0.8039,0.0000,22.0548,0.0000,77.9452,0.0000,21.6908,0.0000,78.3092,0.0000
8,207192.9301,0.0000,746967.4790,0.0000,200494.6011,0.0000,738174.8806,0.0000,0.0039,0.0000,0.0069,0.0000,0.0038,0.0000,0.0067,0.0000,2.8569,0.0000,5.8216,0.0000,3.2840,0.0000,6.4010,0.0000,1.7189,0.0000,7.2429,0.0000,2.2696,0.0000,8.7417,0.0000,0.7985,0.0000,0.8035,0.0000,0.7983,0.0000,0.8030,0.0000,21.7147,0.0000,78.2853,0.0000,21.3594,0.0000,78.6406,0.0000
9,196909.1922,0.0000,773677.6413,0.0000,196522.6381,0.0000,765318.8235,0.0000,0.0037,0.0000,0.0072,0.0000,0.0038,0.0000,0.0071,0.0000,2.8619,0.0000,5.7785,0.0000,3.3953,0.0000,6.1227,0.0000,1.7246,0.0000,7.1372,0.0000,2.4247,0.0000,8.0042,0.0000,0.7985,0.0000,0.8036,0.0000,0.7981,0.0000,0.8032,0.0000,20.2876,0.0000,79.7124,0.0000,20.4319,0.0000,79.5681,0.0000
10,216670.9234,0.0000,735658.9522,0.0000,210840.8993,0.0000,728326.7205,0.0000,0.0041,0.0000,0.0066,0.0000,0.0042,0.0000,0.0064,0.0000,2.8419,0.0000,5.9941,0.0000,2.5048,0.0000,6.4567,0.0000,1.7006,0.0000,7.6795,0.0000,1.3234,0.0000,8.8995,0.0000,0.7985,0.0000,0.8036,0.0000,0.7991,0.0000,0.8032,0.0000,22.7517,0.0000,77.2483,0.0000,22.4498,0.0000,77.5502,0.0000
11,218811.8668,0.0000,742151.9841,0.0000,213195.4749,0.0000,733205.3761,0.0000,0.0041,0.0000,0.0067,0.0000,0.0041,0.0000,0.0066,0.0000,2.8700,0.0000,5.9567,0.0000,2.8944,0.0000,6.2897,0.0000,1.7343,0.0000,7.5845,0.0000,1.7657,0.0000,8.4499,0.0000,0.7985,0.0000,0.8036,0.0000,0.7988,0.0000,0.8033,0.0000,22.7700,0.0000,77.2300,0.0000,22.5270,0.0000,77.4730,0.0000
12,217146.2607,0.0000,745982.4288,0.0000,205103.5148,0.0000,727615.3846,0.0000,0.0042,0.0000,0.0068,0.0000,0.0043,0.0000,0.0065,0.0000,2.7803,0.0000,5.8994,0.0000,3.0614,0.0000,6.1227,0.0000,1.6278,0.0000,7.4398,0.0000,1.9734,0.0000,8.0133,0.0000,0.7985,0.0000,0.8036,0.0000,0.7985,0.0000,0.8036,0.0000,22.5459,0.0000,77.4541,0.0000,21.9899,0.0000,78.0101,0.0000
13,218825.2035,0.0000,743065.8674,0.0000,206327.4133,0.0000,726185.2250,0.0000,0.0042,0.0000,0.0068,0.0000,0.0042,0.0000,0.0065,0.0000,2.8018,0.0000,5.8764,0.0000,3.2283,0.0000,5.8444,0.0000,1.6528,0.0000,7.3806,0.0000,2.1925,0.0000,7.3042,0.0000,0.7985,0.0000,0.8036,0.0000,0.7982,0.0000,0.8037,0.0000,22.7495,0.0000,77.2505,0.0000,22.1260,0.0000,77.8740,0.0000
14,215208.6465,0.0000,735802.2494,0.0000,202362.2853,0.0000,719861.7764,0.0000,0.0042,0.0000,0.0067,0.0000,0.0043,0.0000,0.0065,0.0000,2.7555,0.0000,5.9058,0.0000,3.1727,0.0000,6.3454,0.0000,1.5986,0.0000,7.4548,0.0000,2.1171,0.0000,8.6002,0.0000,0.7985,0.0000,0.8036,0.0000,0.7981,0.0000,0.8033,0.0000,22.6295,0.0000,77.3705,0.0000,21.9429,0.0000,78.0571,0.0000
15,230934.1865,0.0000,740067.3424,0.0000,225478.2232,0.0000,733155.4326,0.0000,0.0043,0.0000,0.0067,0.0000,0.0043,0.0000,0.0065,0.0000,2.8881,0.0000,5.9400,0.0000,3.1170,0.0000,6.2340,0.0000,1.7561,0.0000,7.5405,0.0000,2.0451,0.0000,8.3010,0.0000,0.7984,0.0000,0.8035,0.0000,0.7984,0.0000,0.8033,0.0000,23.7831,0.0000,76.2169,0.0000,23.5208,0.0000,76.4792,0.0000
16,223683.1018,0.0000,769445.8027,0.0000,217991.9864,0.0000,761967.9255,0.0000,0.0042,0.0000,0.0070,0.0000,0.0042,0.0000,0.0069,0.0000,2.8640,0.0000,5.9111,0.0000,3.0614,0.0000,6.1784,0.0000,1.7270,0.0000,7.4677,0.0000,1.9738,0.0000,8.1519,0.0000,0.7985,0.0000,0.8035,0.0000,0.7986,0.0000,0.8033,0.0000,22.5231,0.0000,77.4769,0.0000,22.2450,0.0000,77.7550,0.0000
17,228202.4852,0.0000,772979.1037,0.0000,225166.4956,0.0000,756487.8626,0.0000,0.0043,0.0000,0.0070,0.0000,0.0043,0.0000,0.0067,0.0000,2.8539,0.0000,5.9383,0.0000,3.1727,0.0000,6.7350,0.0000,1.7153,0.0000,7.5370,0.0000,2.1183,0.0000,9.6721,0.0000,0.7985,0.0000,0.8036,0.0000,0.7983,0.0000,0.8028,0.0000,22.7933,0.0000,77.2067,0.0000,22.9375,0.0000,77.0625,0.0000
18,191934.6310,0.0000,753943.3664,0.0000,180983.4255,0.0000,749713.1676,0.0000,0.0037,0.0000,0.0071,0.0000,0.0037,0.0000,0.0071,0.0000,2.7896,0.0000,5.7105,0.0000,3.3397,0.0000,5.7888,0.0000,1.6387,0.0000,6.9697,0.0000,2.3458,0.0000,7.1616,0.0000,0.7985,0.0000,0.8036,0.0000,0.7981,0.0000,0.8035,0.0000,20.2917,0.0000,79.7083,0.0000,19.4460,0.0000,80.5540,0.0000
19,208609.1347,0.0000,729388.2262,0.0000,201234.7365,0.0000,715224.2401,0.0000,0.0040,0.0000,0.0067,0.0000,0.0040,0.0000,0.0065,0.0000,2.8046,0.0000,5.8543,0.0000,3.0057,0.0000,5.9001,0.0000,1.6564,0.0000,7.3255,0.0000,1.9023,0.0000,7.4426,0.0000,0.7985,0.0000,0.8036,0.0000,0.7985,0.0000,0.8037,0.0000,22.2398,0.0000,77.7602,0.0000,21.9579,0.0000,78.0421,0.0000
20,211086.5810,0.0000,737496.8980,0.0000,209728.5232,0.0000,731294.7894,0.0000,0.0040,0.0000,0.0068,0.0000,0.0040,0.0000,0.0067,0.0000,2.8379,0.0000,5.8323,0.0000,2.8387,0.0000,6.2340,0.0000,1.6958,0.0000,7.2706,0.0000,1.6975,0.0000,8.2979,0.0000,0.7985,0.0000,0.8036,0.0000,0.7986,0.0000,0.8032,0.0000,22.2528,0.0000,77.7472,0.0000,22.2873,0.0000,77.7127,0.0000
21,223072.0004,0.0000,778161.4533,0.0000,228138.1507,0.0000,769997.1835,0.0000,0.0040,0.0000,0.0071,0.0000,0.0040,0.0000,0.0070,0.0000,2.9990,0.0000,5.8939,0.0000,3.3953,0.0000,6.0671,0.0000,1.8939,0.0000,7.4246,0.0000,2.4251,0.0000,7.8623,0.0000,0.7985,0.0000,0.8036,0.0000,0.7982,0.0000,0.8033,0.0000,22.2797,0.0000,77.7203,0.0000,22.8564,0.0000,77.1436,0.0000
22,223449.9547,0.0000,758739.9349,0.0000,226690.0540,0.0000,750782.9724,0.0000,0.0041,0.0000,0.0068,0.0000,0.0042,0.0000,0.0066,0.0000,2.9308,0.0000,6.0003,0.0000,3.0057,0.0000,6.0671,0.0000,1.8087,0.0000,7.6965,0.0000,1.9023,0.0000,7.8683,0.0000,0.7985,0.0000,0.8036,0.0000,0.7985,0.0000,0.8036,0.0000,22.7502,0.0000,77.2498,0.0000,23.1914,0.0000,76.8086,0.0000
23,225152.7333,0.0000,764715.0810,0.0000,220002.8668,0.0000,747861.7977,0.0000,0.0042,0.0000,0.0069,0.0000,0.0042,0.0000,0.0066,0.0000,2.8828,0.0000,5.9599,0.0000,2.7831,0.0000,6.0114,0.0000,1.7500,0.0000,7.5922,0.0000,1.6316,0.0000,7.7231,0.0000,0.7985,0.0000,0.8036,0.0000,0.7986,0.0000,0.8035,0.0000,22.7457,0.0000,77.2543,0.0000,22.7307,0.0000,77.2693,0.0000
24,203643.7541,0.0000,723349.6915,0.0000,185510.3667,0.0000,706973.8294,0.0000,0.0040,0.0000,0.0066,0.0000,0.0041,0.0000,0.0063,0.0000,2.7378,0.0000,5.8938,0.0000,2.9500,0.0000,6.4010,0.0000,1.5784,0.0000,7.4249,0.0000,1.8325,0.0000,8.7467,0.0000,0.7985,0.0000,0.8036,0.0000,0.7985,0.0000,0.8032,0.0000,21.9682,0.0000,78.0318,0.0000,20.7858,0.0000,79.2142,0.0000
25,214957.8485,0.0000,746563.4333,0.0000,201613.5093,0.0000,738483.8451,0.0000,0.0041,0.0000,0.0069,0.0000,0.0041,0.0000,0.0067,0.0000,2.8194,0.0000,5.8185,0.0000,2.7831,0.0000,7.2916,0.0000,1.6741,0.0000,7.2374,0.0000,1.6332,0.0000,11.3151,0.0000,0.7986,0.0000,0.8036,0.0000,0.7990,0.0000,0.8021,0.0000,22.3560,0.0000,77.6440,0.0000,21.4460,0.0000,78.5540,0.0000
26,216837.9169,0.0000,746345.7186,0.0000,206163.6186,0.0000,733609.3749,0.0000,0.0042,0.0000,0.0068,0.0000,0.0042,0.0000,0.0066,0.0000,2.7764,0.0000,5.9023,0.0000,2.9500,0.0000,6.2340,0.0000,1.6231,0.0000,7.4466,0.0000,1.8332,0.0000,8.3010,0.0000,0.7985,0.0000,0.8036,0.0000,0.7986,0.0000,0.8033,0.0000,22.5126,0.0000,77.4874,0.0000,21.9376,0.0000,78.0624,0.0000
27,191284.2669,0.0000,819418.7711,0.0000,189160.4072,0.0000,808971.3760,0.0000,0.0036,0.0000,0.0078,0.0000,0.0036,0.0000,0.0077,0.0000,2.8574,0.0000,5.6494,0.0000,3.0057,0.0000,5.3991,0.0000,1.7193,0.0000,6.8196,0.0000,1.9016,0.0000,6.2336,0.0000,0.7985,0.0000,0.8035,0.0000,0.7984,0.0000,0.8037,0.0000,18.9259,0.0000,81.0741,0.0000,18.9514,0.0000,81.0486,0.0000
28,221576.3910,0.0000,779053.1725,0.0000,214624.8307,0.0000,764453.0134,0.0000,0.0041,0.0000,0.0071,0.0000,0.0041,0.0000,0.0070,0.0000,2.9062,0.0000,5.9007,0.0000,3.0057,0.0000,6.1227,0.0000,1.7786,0.0000,7.4403,0.0000,1.9031,0.0000,8.0042,0.0000,0.7985,0.0000,0.8035,0.0000,0.7986,0.0000,0.8032,0.0000,22.1437,0.0000,77.8563,0.0000,21.9211,0.0000,78.0789,0.0000
29,201628.9425,0.0000,776137.6971,0.0000,194104.8194,0.0000,764232.9901,0.0000,0.0038,0.0000,0.0072,0.0000,0.0038,0.0000,0.0071,0.0000,2.8534,0.0000,5.7969,0.0000,2.8387,0.0000,5.9001,0.0000,1.7140,0.0000,7.1795,0.0000,1.6975,0.0000,7.4355,0.0000,0.7984,0.0000,0.8034,0.0000,0.7986,0.0000,0.8033,0.0000,20.6214,0.0000,79.3786,0.0000,20.2543,0.0000,79.7457,0.0000
30,207893.0577,0.0000,747756.7090,0.0000,195850.7310,0.0000,731560.2799,0.0000,0.0040,0.0000,0.0069,0.0000,0.0040,0.0000,0.0066,0.0000,2.7949,0.0000,5.8278,0.0000,3.0614,0.0000,5.9557,0.0000,1.6449,0.0000,7.2583,0.0000,1.9734,0.0000,7.5808,0.0000,0.7985,0.0000,0.8035,0.0000,0.7985,0.0000,0.8035,0.0000,21.7541,0.0000,78.2459,0.0000,21.1180,0.0000,78.8820,0.0000
31,238181.2563,0.0000,727882.9713,0.0000,229073.2624,0.0000,719370.3285,0.0000,0.0045,0.0000,0.0065,0.0000,0.0045,0.0000,0.0064,0.0000,2.8463,0.0000,6.0220,0.0000,3.3397,0.0000,6.1227,0.0000,1.7060,0.0000,7.7506,0.0000,2.3463,0.0000,8.0133,0.0000,0.7985,0.0000,0.8036,0.0000,0.7982,0.0000,0.8036,0.0000,24.6548,0.0000,75.3452,0.0000,24.1525,0.0000,75.8475,0.0000
32,240753.9118,0.0000,727664.5295,0.0000,237802.1626,0.0000,710166.7150,0.0000,0.0045,0.0000,0.0064,0.0000,0.0045,0.0000,0.0061,0.0000,2.8771,0.0000,6.1142,0.0000,3.6180,0.0000,6.5680,0.0000,1.7428,0.0000,7.9912,0.0000,2.7499,0.0000,9.2125,0.0000,0.7985,0.0000,0.8036,0.0000,0.7977,0.0000,0.8033,0.0000,24.8605,0.0000,75.1395,0.0000,25.0854,0.0000,74.9146,0.0000
33,246869.8262,0.0000,766535.0505,0.0000,244072.6784,0.0000,752352.8925,0.0000,0.0045,0.0000,0.0068,0.0000,0.0045,0.0000,0.0066,0.0000,2.9502,0.0000,6.0620,0.0000,3.1727,0.0000,6.1784,0.0000,1.8329,0.0000,7.8549,0.0000,2.1188,0.0000,8.1582,0.0000,0.7985,0.0000,0.8036,0.0000,0.7984,0.0000,0.8035,0.0000,24.3604,0.0000,75.6396,0.0000,24.4948,0.0000,75.5052,0.0000
34,241293.9820,0.0000,771479.2861,0.0000,238772.0808,0.0000,752601.0193,0.0000,0.0045,0.0000,0.0069,0.0000,0.0046,0.0000,0.0065,0.0000,2.8835,0.0000,6.0127,0.0000,2.8944,0.0000,7.2359,0.0000,1.7513,0.0000,7.7273,0.0000,1.7651,0.0000,11.1516,0.0000,0.7986,0.0000,0.8036,0.0000,0.7987,0.0000,0.8024,0.0000,23.8251,0.0000,76.1749,0.0000,24.0850,0.0000,75.9150,0.0000
35,230295.1396,0.0000,747932.4666,0.0000,228212.4934,0.0000,735260.5473,0.0000,0.0043,0.0000,0.0067,0.0000,0.0043,0.0000,0.0065,0.0000,2.8801,0.0000,6.0031,0.0000,2.7831,0.0000,6.1784,0.0000,1.7468,0.0000,7.7048,0.0000,1.6325,0.0000,8.1597,0.0000,0.7985,0.0000,0.8037,0.0000,0.7988,0.0000,0.8036,0.0000,23.5421,0.0000,76.4579,0.0000,23.6864,0.0000,76.3136,0.0000
36,224220.9164,0.0000,733624.9387,0.0000,214296.2076,0.0000,723726.5912,0.0000,0.0043,0.0000,0.0066,0.0000,0.0043,0.0000,0.0064,0.0000,2.8041,0.0000,5.9775,0.0000,3.2840,0.0000,6.1784,0.0000,1.6559,0.0000,7.6384,0.0000,2.2692,0.0000,8.1582,0.0000,0.7985,0.0000,0.8036,0.0000,0.7982,0.0000,0.8035,0.0000,23.4089,0.0000,76.5911,0.0000,22.8455,0.0000,77.1545,0.0000
37,236656.6583,0.0000,748641.7581,0.0000,230933.8608,0.0000,733394.5590,0.0000,0.0044,0.0000,0.0067,0.0000,0.0044,0.0000,0.0065,0.0000,2.8924,0.0000,6.0088,0.0000,2.8387,0.0000,6.5124,0.0000,1.7620,0.0000,7.7182,0.0000,1.6978,0.0000,9.0518,0.0000,0.7986,0.0000,0.8036,0.0000,0.7987,0.0000,0.8031,0.0000,24.0188,0.0000,75.9812,0.0000,23.9476,0.0000,76.0524,0.0000
38,244088.9751,0.0000,776616.2793,0.0000,237861.1410,0.0000,763451.1082,0.0000,0.0045,0.0000,0.0070,0.0000,0.0045,0.0000,0.0068,0.0000,2.9169,0.0000,5.9662,0.0000,3.3953,0.0000,6.6793,0.0000,1.7918,0.0000,7.6086,0.0000,2.4247,0.0000,9.5165,0.0000,0.7985,0.0000,0.8036,0.0000,0.7981,0.0000,0.8029,0.0000,23.9138,0.0000,76.0862,0.0000,23.7549,0.0000,76.2451,0.0000
39,237953.4293,0.0000,746862.2376,0.0000,234431.9492,0.0000,738756.8754,0.0000,0.0044,0.0000,0.0067,0.0000,0.0044,0.0000,0.0065,0.0000,2.9082,0.0000,5.9946,0.0000,3.3397,0.0000,6.4567,0.0000,1.7813,0.0000,7.6812,0.0000,2.3463,0.0000,8.8995,0.0000,0.7986,0.0000,0.8036,0.0000,0.7982,0.0000,0.8032,0.0000,24.1622,0.0000,75.8378,0.0000,24.0891,0.0000,75.9109,0.0000
40,237471.0983,0.0000,740680.7181,0.0000,228489.2312,0.0000,728144.5140,0.0000,0.0044,0.0000,0.0066,0.0000,0.0044,0.0000,0.0063,0.0000,2.9023,0.0000,6.0350,0.0000,3.5623,0.0000,6.7350,0.0000,1.7739,0.0000,7.7855,0.0000,2.6680,0.0000,9.6776,0.0000,0.7985,0.0000,0.8036,0.0000,0.7980,0.0000,0.8030,0.0000,24.2775,0.0000,75.7225,0.0000,23.8847,0.0000,76.1153,0.0000
41,228377.2795,0.0000,731265.0757,0.0000,220606.5991,0.0000,719378.7717,0.0000,0.0043,0.0000,0.0066,0.0000,0.0043,0.0000,0.0063,0.0000,2.8561,0.0000,5.9583,0.0000,3.2283,0.0000,6.5124,0.0000,1.7180,0.0000,7.5894,0.0000,2.1937,0.0000,9.0536,0.0000,0.7986,0.0000,0.8036,0.0000,0.7984,0.0000,0.8032,0.0000,23.7982,0.0000,76.2018,0.0000,23.4692,0.0000,76.5308,0.0000
42,218604.0207,0.0000,743346.6786,0.0000,208607.9614,0.0000,728065.4298,0.0000,0.0042,0.0000,0.0067,0.0000,0.0042,0.0000,0.0064,0.0000,2.7990,0.0000,5.9663,0.0000,3.1727,0.0000,6.2897,0.0000,1.6499,0.0000,7.6086,0.0000,2.1188,0.0000,8.4499,0.0000,0.7986,0.0000,0.8036,0.0000,0.7984,0.0000,0.8033,0.0000,22.7251,0.0000,77.2749,0.0000,22.2712,0.0000,77.7288,0.0000
43,226687.0678,0.0000,754981.9774,0.0000,215437.7818,0.0000,746386.6613,0.0000,0.0043,0.0000,0.0068,0.0000,0.0043,0.0000,0.0066,0.0000,2.8350,0.0000,5.9706,0.0000,2.9500,0.0000,6.5124,0.0000,1.6925,0.0000,7.6193,0.0000,1.8336,0.0000,9.0536,0.0000,0.7985,0.0000,0.8036,0.0000,0.7987,0.0000,0.8032,0.0000,23.0920,0.0000,76.9080,0.0000,22.3989,0.0000,77.6011,0.0000
44,226157.8872,0.0000,753071.0200,0.0000,211086.9121,0.0000,739941.7848,0.0000,0.0043,0.0000,0.0069,0.0000,0.0044,0.0000,0.0067,0.0000,2.8284,0.0000,5.8692,0.0000,3.2283,0.0000,6.2340,0.0000,1.6849,0.0000,7.3632,0.0000,2.1937,0.0000,8.3010,0.0000,0.7986,0.0000,0.8036,0.0000,0.7984,0.0000,0.8033,0.0000,23.0955,0.0000,76.9045,0.0000,22.1956,0.0000,77.8044,0.0000
45,222639.8513,0.0000,738090.3467,0.0000,206746.6258,0.0000,720041.7743,0.0000,0.0043,0.0000,0.0067,0.0000,0.0043,0.0000,0.0064,0.0000,2.7844,0.0000,5.9241,0.0000,2.7831,0.0000,6.2340,0.0000,1.6328,0.0000,7.5023,0.0000,1.6322,0.0000,8.3042,0.0000,0.7986,0.0000,0.8036,0.0000,0.7988,0.0000,0.8035,0.0000,23.1740,0.0000,76.8260,0.0000,22.3079,0.0000,77.6921,0.0000
46,227806.1194,0.0000,724947.9817,0.0000,215683.9560,0.0000,713353.4592,0.0000,0.0043,0.0000,0.0065,0.0000,0.0043,0.0000,0.0062,0.0000,2.8490,0.0000,5.9977,0.0000,3.5067,0.0000,6.1227,0.0000,1.7093,0.0000,7.6909,0.0000,2.5858,0.0000,8.0149,0.0000,0.7985,0.0000,0.8037,0.0000,0.7980,0.0000,0.8037,0.0000,23.9103,0.0000,76.0897,0.0000,23.2159,0.0000,76.7841,0.0000
47,230099.3956,0.0000,731793.7524,0.0000,227557.9324,0.0000,720880.3796,0.0000,0.0043,0.0000,0.0065,0.0000,0.0044,0.0000,0.0062,0.0000,2.8777,0.0000,6.0543,0.0000,2.8944,0.0000,6.5124,0.0000,1.7438,0.0000,7.8344,0.0000,1.7651,0.0000,9.0553,0.0000,0.7985,0.0000,0.8036,0.0000,0.7987,0.0000,0.8032,0.0000,23.9215,0.0000,76.0785,0.0000,23.9929,0.0000,76.0071,0.0000
48,233819.2526,0.0000,765035.1047,0.0000,231326.9764,0.0000,749515.4832,0.0000,0.0043,0.0000,0.0068,0.0000,0.0043,0.0000,0.0066,0.0000,2.9242,0.0000,6.0501,0.0000,3.2283,0.0000,6.3454,0.0000,1.8007,0.0000,7.8235,0.0000,2.1937,0.0000,8.6002,0.0000,0.7985,0.0000,0.8036,0.0000,0.7984,0.0000,0.8033,0.0000,23.4087,0.0000,76.5913,0.0000,23.5845,0.0000,76.4155,0.0000
49,233206.8662,0.0000,751468.4584,0.0000,226597.8936,0.0000,738604.1343,0.0000,0.0044,0.0000,0.0067,0.0000,0.0044,0.0000,0.0065,0.0000,2.8502,0.0000,6.0315,0.0000,2.6717,0.0000,6.1227,0.0000,1.7109,0.0000,7.7753,0.0000,1.5051,0.0000,8.0133,0.0000,0.7986,0.0000,0.8036,0.0000,0.7990,0.0000,0.8036,0.0000,23.6836,0.0000,76.3164,0.0000,23.4767,0.0000,76.5233,0.0000
50,231706.1170,0.0000,727728.7399,0.0000,215510.9167,0.0000,715133.0861,0.0000,0.0044,0.0000,0.0065,0.0000,0.0043,0.0000,0.0062,0.0000,2.8319,0.0000,6.0207,0.0000,2.9500,0.0000,6.7350,0.0000,1.6889,0.0000,7.7491,0.0000,1.8340,0.0000,9.6795,0.0000,0.7985,0.0000,0.8036,0.0000,0.7988,0.0000,0.8030,0.0000,24.1503,0.0000,75.8497,0.0000,23.1572,0.0000,76.8428,0.0000
51,224731.7861,0.0000,740812.2667,0.0000,214685.0028,0.0000,723898.0036,0.0000,0.0043,0.0000,0.0067,0.0000,0.0043,0.0000,0.0063,0.0000,2.8105,0.0000,5.9460,0.0000,2.7831,0.0000,7.5143,0.0000,1.6635,0.0000,7.5571,0.0000,1.6329,0.0000,12.0144,0.0000,0.7985,0.0000,0.8036,0.0000,0.7989,0.0000,0.8020,0.0000,23.2751,0.0000,76.7249,0.0000,22.8733,0.0000,77.1267,0.0000
52,233755.3899,0.0000,732347.0682,0.0000,225969.5986,0.0000,713848.5840,0.0000,0.0044,0.0000,0.0066,0.0000,0.0044,0.0000,0.0063,0.0000,2.8569,0.0000,5.9671,0.0000,3.0614,0.0000,6.4567,0.0000,1.7189,0.0000,7.6100,0.0000,1.9738,0.0000,8.8995,0.0000,0.7985,0.0000,0.8036,0.0000,0.7986,0.0000,0.8032,0.0000,24.1957,0.0000,75.8043,0.0000,24.0440,0.0000,75.9560,0.0000
53,240534.8619,0.0000,740251.7005,0.0000,243675.3147,0.0000,729566.1900,0.0000,0.0044,0.0000,0.0065,0.0000,0.0045,0.0000,0.0063,0.0000,2.9398,0.0000,6.1243,0.0000,3.2283,0.0000,5.9557,0.0000,1.8198,0.0000,8.0188,0.0000,2.1925,0.0000,7.5909,0.0000,0.7985,0.0000,0.8037,0.0000,0.7982,0.0000,0.8040,0.0000,24.5247,0.0000,75.4753,0.0000,25.0375,0.0000,74.9625,0.0000
54,240539.6075,0.0000,790294.3278,0.0000,244814.1820,0.0000,776240.7159,0.0000,0.0044,0.0000,0.0071,0.0000,0.0045,0.0000,0.0069,0.0000,2.9398,0.0000,5.9858,0.0000,3.0614,0.0000,5.8444,0.0000,1.8203,0.0000,7.6583,0.0000,1.9734,0.0000,7.3056,0.0000,0.7986,0.0000,0.8036,0.0000,0.7985,0.0000,0.8038,0.0000,23.3345,0.0000,76.6655,0.0000,23.9766,0.0000,76.0234,0.0000
