comp_x_unit,comp_y_unit,comp_z_unit,final_temperature_uK,cooling_efficiency,mean_field_mG,initial_field_mG,final_field_mG,mean_relative_efficiency
70.0,-90.0,-120.0,29.241674582690866,0.2907655518191658,207.15258556777357,236.80160472429236,204.45139347029544,0.6640100119099376
80.0,-90.0,-120.0,29.842977229351995,0.27451412893643257,211.04111746488167,242.64171117101858,208.08755684051425,0.6556777098818273
90.0,-90.0,-120.0,30.50369664958332,0.256656847308559,215.32408673722796,248.746859276655,212.1331900758647,0.6465671521509019
100.0,-90.0,-120.0,31.217668305019856,0.23736031608054442,219.97862398209395,255.09802037648194,216.56534660852748,0.6367508703225436
110.0,-90.0,-120.0,31.97845011884548,0.21679864543660865,224.98180591379256,261.6772821625905,221.36081037884804,0.6263035420512623
120.0,-90.0,-120.0,32.77943111958153,0.19515051028158023,230.31101994426302,268.46787517317597,226.49650635603413,0.6153007594060195
-120.0,-80.0,-120.0,31.44520832610582,0.23121058578092377,216.67849940329748,193.5846068260594,219.99824593326997,0.6436644423863989
-110.0,-80.0,-120.0,30.624998178170213,0.2533784276170213,211.6309488766582,190.98429254784278,214.70744568743822,0.6543868907328299
-100.0,-80.0,-120.0,29.84832490511024,0.27436959715918274,206.943334502964,188.87826767524103,209.760211321244,0.6644339669424777
-90.0,-80.0,-120.0,29.12202134870834,0.2939994230078827,202.64035835906773,187.28320800328044,205.18139602176805,0.6737267999343977
-80.0,-80.0,-120.0,28.45275115410941,0.3120878066456916,198.74670155882436,186.21224449536072,200.9961797979014,0.6821890346711521
-70.0,-80.0,-120.0,27.846895631930458,0.3284622802180957,195.28653280046925,185.67444627627142,197.22962078059928,0.6897482349708738
-60.0,-80.0,-120.0,27.310437621551667,0.34296114536346844,192.28294312488455,185.67444627627142,193.90611731755058,0.6963373052114001
-50.0,-80.0,-120.0,26.848845709186484,0.3554366024544193,189.75732517700536,186.21224449536072,191.04879312122435,0.7018958842052814
-40.0,-80.0,-120.0,26.46696252729395,0.3657577695325959,187.7287249766894,187.28320800328044,188.67882862945982,0.7063716612634673
-30.0,-80.0,-120.0,26.16890106192014,0.3738134848129692,186.21320312858174,188.87826767524103,186.81477295142847,0.7097215638056951
-20.0,-80.0,-120.0,25.957952883580102,0.3795147869302675,185.2232487905347,190.98429254784278,185.47188038299083,0.7119127681433657
