comp_x_unit,comp_y_unit,comp_z_unit,final_temperature_uK,cooling_efficiency,mean_field_mG,initial_field_mG,final_field_mG,mean_relative_efficiency
-80.0,-50.0,-70.0,20.321315678995354,0.5318563330001256,150.67831293211404,140.26760139105536,152.96913117753476,0.7887486523912877
-70.0,-50.0,-70.0,19.485580226438955,0.554443777663812,146.08725796386938,139.55285736952862,147.98518207279582,0.7988797458776198
-60.0,-50.0,-70.0,18.742944212407572,0.5745150212862818,142.04881057272766,139.55285736952862,143.5258622445001,0.8077422080639783
-50.0,-50.0,-70.0,18.101657785372797,0.5918470868818163,138.61028518330843,140.26760139105536,139.64144138806327,0.815242917111125
-40.0,-50.0,-70.0,17.56909317486563,0.6062407250036317,135.81640736879672,141.68627315304755,136.38105137021273,0.8213005326106848
-30.0,-50.0,-70.0,17.15156490951726,0.6175252727157498,133.7070181223395,143.78803844548406,133.79032174545844,0.8258476102899892
-20.0,-50.0,-70.0,16.85416827457447,0.6255630196060954,132.3146569561928,146.54350889752845,131.90871545376365,0.8288324253494972
-10.0,-50.0,-70.0,16.680643567243305,0.6302528765609917,131.66230118906924,149.9166435056495,130.76684684036192,0.8302204153426332
0.0,-50.0,-70.0,16.63327282874468,0.6315331667906843,131.76158552357202,153.86682553429117,130.38415261249878,0.8299951690627967
10.0,-50.0,-70.0,16.71281432023825,0.6293833967503175,132.61180113018852,158.35087622113116,130.76729817652446,0.828158909338266
20.0,-50.0,-70.0,16.918478162075,0.6238249145385135,134.1998652984386,163.32482971061074,131.9096103106091,0.8247324434149793
30.0,-50.0,-70.0,17.247944421212505,0.6149204210483107,136.5012827703478,168.74537030686204,133.79164515097884,0.8197545826700907
40.0,-50.0,-70.0,17.697422694411998,0.6027723596104866,139.48193896358652,174.5709025009609,136.3827823888123,0.8132810613990347
50.0,-50.0,-70.0,18.26175009130187,0.5875202678026522,143.10043109472213,180.76227482525218,139.64355463831055,0.8053830100055523
60.0,-50.0,-70.0,18.934522654394726,0.5693372255568993,147.31059246728285,187.28320800328044,143.52832951000133,0.7961450590307055
70.0,-50.0,-70.0,19.70825380923936,0.5484255727232605,152.06389902762913,194.10048943781672,147.98797380814497,0.7856631655403875
80.0,-50.0,-70.0,20.574552510786692,0.5250120943030624,157.31153735724536,201.18399538730708,152.9722177774412,0.7740422615903039
90.0,-50.0,-70.0,21.52431337485876,0.49934288176057406,163.0060207816971,208.50659461993044,158.43155756243004,0.7613938256773215
100.0,-50.0,-70.0,22.547911230545843,0.47167807485011237,169.10233394863366,216.043977004683,164.31864608609177,0.7478334728252969
110.0,-50.0,-70.0,23.635393125630486,0.44228667228025714,175.55865038465342,223.77444000600246,170.5892038538048,0.7334786483478425
120.0,-50.0,-70.0,24.776661754472723,0.4114415742034399,182.3367006746366,231.67865676406188,177.20252676354156,0.718446495840894
-120.0,-40.0,-70.0,23.37062876304474,0.4494424658636557,167.2982659214458,140.97872179871683,171.17037218400324,0.7517844643474777
-110.0,-40.0,-70.0,22.210643540366387,0.4807934178279355,160.71341714238818,137.38631664034085,164.3148055822082,0.7664513128513132
-100.0,-40.0,-70.0,21.107405755207143,0.5106106552646719,154.4957304222748,134.44329659748752,157.79548267750752,0.7802701333340945
-90.0,-40.0,-70.0,20.071269472287664,0.5386143385868198,148.69051903796955,132.19304066402285,151.65577263439815,0.7931177748035397
-80.0,-40.0,-70.0,19.112473348404457,0.5645277473404201,143.34692837893687,130.6713434537198,145.94359319012588,0.804873373134162
-70.0,-40.0,-70.0,18.24095107836907,0.5880824032873224,138.5172133280823,129.9038105676658,140.7110209370739,0.8154208280673972
-60.0,-40.0,-70.0,17.466130167625867,0.6090235089830847,134.2555261455998,129.9038105676658,136.0134200476642,0.8246513821848676
-50.0,-40.0,-70.0,16.796725398018047,0.627115529783296,130.6161400246284,130.6713434537198,131.90795826246054,0.8324662089080921
-40.0,-40.0,-70.0,16.240534541060573,0.6421477151064711,127.65109554193796,132.19304066402285,128.4514245653964,0.8387789053525829
-30.0,-40.0,-70.0,15.804244678668292,0.6539393330089651,125.40736128619365,134.44329659748752,125.69736470104857,0.843517780510955
-20.0,-40.0,-70.0,15.493257782756721,0.6623443842498183,123.92373830063396,137.38631664034085,123.69271002244678,0.8466278309768365
-10.0,-40.0,-70.0,15.311543891241556,0.667255570506985,123.22787997910385,140.97872179871683,122.47426477675134,0.8480723058713135
0.0,-40.0,-70.0,15.261529266065331,0.6686073171333694,123.33389121073101,145.17231140957975,122.06557480516153,0.8478337796636476
10.0,-40.0,-70.0,15.344025365966257,0.6663776928117228,124.2409546581793,149.9166435056495,122.47474667221475,0.8459146752338846
20.0,-40.0,-70.0,15.558202420550801,0.6605891237688973,125.93327928375052,155.161206491829,123.69366431766774,0.8423372080818377
30.0,-40.0,-70.0,15.901609021453499,0.6513078642850406,128.38140680695759,160.85707942145413,125.69877331239378,0.8371427537194974
40.0,-40.0,-70.0,16.370236660353108,0.638642252422889,131.54463207657645,166.95807857064,128.45326244260693,0.8303906713366267
50.0,-40.0,-70.0,16.95862576546163,0.6227398441767127,135.37409368187232,173.42145196024626,131.9101954060335,0.8221566451436337
60.0,-40.0,-70.0,17.660007725248626,0.6037835749932804,139.8160316923425,180.208212909401,136.01602358533583,0.812530628040741
70.0,-40.0,-70.0,18.466475805905418,0.5819871403809347,144.81478415993516,187.28320800328044,140.713956990326,0.8016144887113319
80.0,-40.0,-70.0,19.36917687154428,0.557589814282587,150.3152470640421,194.61500456028563,145.94682837178757,0.7895194719471211
90.0,-40.0,-70.0,20.358515437710288,0.5308509341159382,156.26468683367682,202.1756661915573,151.65927512583167,0.7763635828812038
100.0,-40.0,-70.0,21.424361796381902,0.5020442757734621,162.61392376188027,209.94046775217015,157.79922291190599,0.762268999506104
110.0,-40.0,-70.0,22.5562566556637,0.4714525228199,169.31798151840314,217.88758569500925,164.31875660286045,0.7473596056748585
120.0,-40.0,-70.0,23.743605814035604,0.43936200502606476,176.33632781235062,225.99778759979046,171.17450975953977,0.7317587203997408
-120.0,-30.0,-70.0,22.393546067359946,0.475850106287569,161.33264132285575,132.19304066402285,165.52725942770064,0.7650560510957308
-110.0,-30.0,-70.0,21.190554953947103,0.5083633796230512,154.4957072459395,128.35497652993436,158.42768897372076,0.7802458779028053
-100.0,-30.0,-70.0,20.045812654365776,0.5393023606928169,148.01978785102682,125.19984025548915,151.65550320862968,0.7945663673745436
-90.0,-30.0,-70.0,18.970141791266595,0.5683745461819839,141.9535019639715,122.78029157808675,145.2564995907976,0.8078880966563273
-80.0,-30.0,-70.0,17.974262904544798,0.5952901917690595,136.35042564065188,121.14041439585718,139.28212266217108,0.8200838471702344
-70.0,-30.0,-70.0,17.068594150692977,0.6197677256569466,131.26846416063924,120.31209415515964,133.7892697983989,0.8310312431903414
-60.0,-30.0,-70.0,16.263037745234104,0.6415395203990782,126.76862735375256,120.31209415515964,128.83954258339114,0.8406155075904531
-50.0,-30.0,-70.0,15.56675996385862,0.6603578388146318,122.9130744930166,121.14041439585718,124.4977379433303,0.8487322344587248
-40.0,-30.0,-70.0,14.98797285888804,0.6760007335435664,119.76236115572588,122.78029157808675,120.82940773220251,0.855290065552114
-30.0,-30.0,-70.0,14.533726773064316,0.6882776547820455,117.37195260893338,125.19984025548915,117.897433359779,0.8602131512664482
-20.0,-30.0,-70.0,14.209723091984468,0.6970345110274468,115.78826644944347,128.35497652993436,115.75778078700465,0.8634432783214222
-10.0,-30.0,-70.0,14.020156364232232,0.7021579361018315,115.04473429880643,132.19304066402285,114.45489431492615,0.8649415564376439
0.0,-30.0,-70.0,13.967593894655316,0.7035785433876942,115.15854486164437,136.65650368716447,114.01746292805153,0.8646895748001685
10.0,-30.0,-70.0,14.052899220345003,0.7012729940447296,116.12874278973798,141.68627315304755,114.4554099746198,0.8626899650165208
20.0,-30.0,-70.0,14.275203630234406,0.6952647667504214,117.9361440711696,147.22431864335456,115.75880049640713,0.8589663386687232
30.0,-30.0,-70.0,14.63192727676927,0.6856235871143441,120.54512859709476,153.2155344604456,117.89893516175486,0.8535626018271895
40.0,-30.0,-70.0,15.118848687314554,0.6724635489914985,123.9069325982008,159.60889699512367,120.83136154237594,0.8465416830624373
50.0,-30.0,-70.0,15.730218864933885,0.6559400306774625,127.96376492448717,166.35804759614126,124.50010824129053,0.8379837425793814
60.0,-30.0,-70.0,16.458913905960603,0.6362455701091729,132.65301054963967,173.42145196024626,128.8422910848831,0.8279839555041368
70.0,-30.0,-70.0,17.296618340082183,0.6136049097275086,137.91093663579437,180.76227482525218,133.79235774852927,0.8166499801601499
80.0,-30.0,-70.0,18.23403033226772,0.5882694504792507,143.675572333167,188.34808201837362,139.28551256975413,0.8040992313551594
90.0,-30.0,-70.0,19.26107951005488,0.5605113645931113,149.88867984866368,196.1504524593303,145.26015638063944,0.7904560791902945
100.0,-30.0,-70.0,20.367148453401928,0.5306176093675155,156.49690539396445,204.14455662593602,151.65939486769858,0.775849086496538
110.0,-30.0,-70.0,21.54128970418338,0.4988840620490978,163.45228223235054,212.30873745562144,158.43178680916657,0.760408384181435
120.0,-30.0,-70.0,22.77243137417688,0.4656099628600844,170.71227428655718,220.62411472910208,165.5315380568123,0.7442632654312239
-120.0,-20.0,-70.0,21.48830387620577,0.5003161114538981,155.77617055575777,123.59207094308275,160.30985906574938,0.7773786834529527
-110.0,-20.0,-70.0,20.24506078337986,0.5339172761248687,148.6856826546661,119.4780314534852,152.9683298385294,0.7930619540369301
-100.0,-20.0,-70.0,19.061434458926108,0.5659071767857808,141.9475926033272,116.081867662439,145.94303324755796,0.8078561398420824
-90.0,-20.0,-70.0,17.948690728291606,0.5959813316677944,135.6136489276193,113.46805717910217,139.28182930090523,0.8216258218392893
-80.0,-20.0,-70.0,16.918007267717034,0.6238376414130531,129.74184833156488,111.69153951844338,133.03941894534563,0.834237695061317
-70.0,-20.0,-70.0,15.980263024069586,0.6491820804305517,124.39597906967234,110.7925990308017,127.27743717259507,0.8455633635325728
-60.0,-20.0,-70.0,15.145812783682393,0.6717347896302055,119.64445781412945,110.7925990308017,122.06393829928876,0.8554822677031434
-50.0,-20.0,-70.0,14.424254140147907,0.6912363745905971,115.55824536462285,111.69153951844338,117.47197135079188,0.8638846368777562
-40.0,-20.0,-70.0,13.824195607225379,0.7074541727776925,112.20768665139155,113.46805717910217,113.57694780610173,0.8706743448894674
-30.0,-20.0,-70.0,13.353035671028069,0.7201882251073496,109.65827740255413,116.081867662439,110.45262374818739,0.8757715399987934
-20.0,-20.0,-70.0,13.016763005919696,0.7292766755156839,107.96563279905779,119.4780314534852,108.16580380493338,0.8791149212810786
-10.0,-20.0,-70.0,12.819787770726291,0.734600330520911,107.17028659754239,123.59207094308275,106.77031484769552,0.8806635444477591
0.0,-20.0,-70.0,12.764812808672142,0.7360861403061584,107.29325908008894,128.35497652993436,106.30126599709301,0.8803980600372716
10.0,-20.0,-70.0,12.85275173673527,0.7337094125206683,108.33341114909676,133.69741957120937,106.77086762077666,0.8783213150767553
20.0,-20.0,-70.0,13.08269845920974,0.7274946362375747,110.26730884787116,139.55285736952862,108.1668950853361,0.8744582835426443
30.0,-20.0,-70.0,13.451949785687564,0.7175148706570929,113.05170161638102,145.8595214581482,110.45422677431043,0.8688553283549587
40.0,-20.0,-70.0,13.956079837507863,0.7038897341214091,116.62802533839483,152.56146302392358,113.57902637467662,0.8615788349224188
50.0,-20.0,-70.0,14.589062068603065,0.6867821062539713,120.92789388926741,159.60889699512367,117.47448340864572,0.8527132901084663
60.0,-20.0,-70.0,15.343432265713224,0.6663937225482912,125.87850226657143,166.95807857064,122.06683936285428,0.8423589080310858
70.0,-20.0,-70.0,16.210484033517673,0.6429598909860088,131.40715737474468,174.5709025009609,127.28068310606115,0.8306289232390807
80.0,-20.0,-70.0,17.180487137730044,0.616743590872161,137.44457143834327,182.414363469547,133.04296791583633,0.8176466814226033
90.0,-20.0,-70.0,18.242918709503158,0.5880292240674823,143.92691113619333,190.4599695474091,139.2856429491674,0.8035426578788097
100.0,-20.0,-70.0,19.386697658011183,0.5571162795132113,150.79680874738835,198.68316486305528,145.947077228945,0.7884515253957369
110.0,-20.0,-70.0,20.600413576162524,0.5243131465902021,158.00361697238947,207.06279240848656,152.9725739195766,0.772509377717669
120.0,-20.0,-70.0,21.87254279373886,0.4899312758448957,165.50317490244933,215.580611373101,160.3142769421645,0.7558511944447084
-120.0,-10.0,-70.0,20.66393684688411,0.5225963014355646,150.67373487608128,115.21718621802913,155.56101122619236,0.7886370662457548
-110.0,-10.0,-70.0,19.38370626055302,0.5571971280931617,143.33231157112274,110.7925990308017,147.98407763548158,0.8047776453399613
-100.0,-10.0,-70.0,18.164318217544572,0.5901535616879845,136.33222958202566,107.12142642814275,140.71014978860953,0.8200111214689879
-90.0,-10.0,-70.0,17.017449640654586,0.6211500097120382,129.7280643085496,104.28326807307106,133.78865898663315,0.8341964511551921
-80.0,-10.0,-70.0,15.95470337891692,0.6498728816508941,123.58207540365342,102.34744745229361,127.27711614170991,0.8471946112062992
-70.0,-10.0,-70.0,14.987387997887785,0.6760165405976274,117.9640115904158,101.36567466356647,121.24159069089701,0.8588715419493761
-60.0,-10.0,-70.0,14.126281155319981,0.6992896985048654,112.95010560715995,101.36567466356647,115.75656496790018,0.8691012380248557
-50.0,-10.0,-70.0,13.381384222917587,0.7194220480292544,108.62094173995675,102.34744745229361,110.90374814710451,0.8777688723249681
-40.0,-10.0,-70.0,12.761677464336996,0.7361708793422433,105.05791612438912,104.28326807307106,106.76937937903861,0.884773822918287
-30.0,-10.0,-70.0,12.27488624974566,0.7493273986555227,102.33817843445303,107.12142642814275,103.43964130300225,0.8900324645619411
-20.0,-10.0,-70.0,11.927269289466171,0.7587224516360495,100.5282995606518,110.7925990308017,100.99415038903223,0.8934805874279382
-10.0,-10.0,-70.0,11.723439568257747,0.7642313630200609,99.67743926267475,115.21718621802913,99.49812778495458,0.8950753169269189
0.0,-10.0,-70.0,11.666227502573966,0.7657776350655684,99.81132254855396,120.31209415515964,98.9946284028575,0.8947964299310495
10.0,-10.0,-70.0,11.756593868089931,0.7633353008624344,100.92855232569241,125.99603168354153,99.49872095925923,0.8926469930594826
20.0,-10.0,-70.0,11.993597396737579,0.7569298000881736,103.00039830395598,132.19304066402285,100.9953191610246,0.8886532856877898
30.0,-10.0,-70.0,12.37441885130456,0.7466373283431199,105.97423744382793,138.8344337691482,103.44135300906458,0.8828640108170007
40.0,-10.0,-70.0,12.894440139783113,0.7325826989247807,109.77972262655288,145.8595214581482,106.77159047356467,0.8753488372595714
50.0,-10.0,-70.0,13.547373939076433,0.7149358394844207,114.33609022661624,153.2155344604456,110.90640897695361,0.866196353140972
60.0,-10.0,-70.0,14.325436643341702,0.6939071177475216,119.5590448719053,160.85707942145413,115.75962410129011,0.8555115403233376
70.0,-10.0,-70.0,15.219555459956364,0.6697417443255037,125.36620063154346,168.74537030686204,121.24499821427966,0.8434128997452565
80.0,-10.0,-70.0,16.219599281521944,0.6427135329318393,131.68072491088944,176.84739183827395,127.280825782556,0.8300293676651223
90.0,-10.0,-70.0,17.314622601666148,0.6131183080630771,138.43333017184742,185.13508581573618,133.79262921326443,0.8154971623970793
100.0,-10.0,-70.0,18.49311215731907,0.5812672389913764,145.56300029463614,193.5846068260594,140.71434415761158,0.7999566914053152
110.0,-10.0,-70.0,19.743227036479748,0.5474803503654122,153.01687738212271,202.1756661915573,147.98846465726794,0.7835496314539119
120.0,-10.0,-70.0,21.053024505907192,0.512080418759265,160.74966635213934,210.8909670896314,155.56556396427885,0.7664162722565055
-120.0,0.0,-70.0,19.928978008417076,0.5424600538265655,146.07270671132514,107.12142642814275,151.3248344249901,0.7987206768109417
-110.0,0.0,-70.0,18.615520084982524,0.577958916622094,138.4880826071575,102.34744745229361,143.52443880280234,0.8152759280468512
-100.0,0.0,-70.0,17.363981069257893,0.6117842954254623,131.2315498077146,98.36157786453,136.0122183980838,0.8309079410332003
-90.0,0.0,-70.0,16.18641018722457,0.643610535480417,124.3600899737011,95.26279441628824,128.8385911653676,0.8454705161440661
-80.0,0.0,-70.0,15.094796295054737,0.6731136136471694,117.93991369191015,93.13968005098579,122.06326881328972,0.8588193812329721
-70.0,0.0,-70.0,14.100838874126394,0.6999773277263136,112.04662133412515,92.05976319760984,115.75621198576826,0.8708152722213955
-60.0,0.0,-70.0,13.215701123109639,0.7238999696456855,106.76446530059602,92.05976319760984,109.99799831452758,0.8813271755772285
-50.0,0.0,-70.0,12.449753186074439,0.7446012652412314,102.18427610553564,93.13968005098579,104.87906680129979,0.8902356118074177
-40.0,0.0,-70.0,11.812315351822276,0.7618293148156141,98.39961011503308,95.26279441628824,100.49715256175269,0.8974358219078551
-30.0,0.0,-70.0,11.311412347649998,0.7753672338472973,95.50083015230322,98.36157786453,96.95223923628008,0.9028407095364847
-20.0,0.0,-70.0,10.953550423486947,0.7850391777435961,93.5672602411136,102.34744745229361,94.33872859455748,0.9063833924425068
-10.0,0.0,-70.0,10.743528630003237,0.7907154424323449,92.65831105768233,107.12142642814275,92.73540172310824,0.9080192284765723
0.0,0.0,-70.0,10.684294474132745,0.7923163655639799,92.80535481554266,112.58330249197702,92.19497682984121,0.9077272042771439
10.0,0.0,-70.0,10.776852031157818,0.7898148099687077,94.00661311025931,118.63810517704673,92.73603815434241,0.9055106071762525
20.0,0.0,-70.0,11.020227757798455,0.7832370876270688,96.22683886782909,125.19984025548915,94.33997982018198,0.901396940500817
30.0,0.0,-70.0,11.41149593501421,0.7726622720266431,99.40208607680968,132.19304066402285,96.95406547629158,0.8954370858354402
40.0,0.0,-70.0,11.945862186258548,0.7582199409119311,103.44812491617213,139.55285736952862,100.49950165194713,0.8877037590177285
50.0,0.0,-70.0,12.616800201970133,0.7400864810278343,108.27008350349855,147.22431864335456,104.88188047607849,0.8782893457197872
60.0,0.0,-70.0,13.416233963956115,0.7184801631363211,113.77108976122577,155.161206491829,110.00121759374805,0.8673032340156984
70.0,0.0,-70.0,14.33475564637644,0.6936552528006368,119.85864256992956,163.32482971061074,115.75978097774632,0.8548687828844609
80.0,0.0,-70.0,15.361868118693652,0.665895456251523,126.44846407918727,171.68284713389394,122.06713690393696,0.8411200759112148
90.0,0.0,-70.0,16.486240626454848,0.6355070100958149,133.4662399999122,180.208212909401,128.8427139260625,0.8261986085722828
100.0,0.0,-70.0,17.695966711067726,0.602811710511683,140.8478877944384,188.87826767524103,136.01655763818562,0.8102500466232094
110.0,0.0,-70.0,18.978814600548894,0.568140145931111,148.5389516744547,197.67397400770795,143.52896213534942,0.793421174329302
120.0,0.0,-70.0,20.32246195876938,0.5318253524656924,156.4935720783781,206.579282601136,151.32951460821928,0.7758571271676903
-120.0,10.0,-70.0,19.291280566360278,0.5596951198281006,142.0219281865544,99.37303457175895,147.6454632346886,0.8075262204730276
-110.0,10.0,-70.0,17.948822664523455,0.5959777658236904,134.20797029767408,94.20721840708386,139.63968574046018,0.8244472902476631
-100.0,10.0,-70.0,16.669204874097147,0.6305620304298069,126.70718048499575,89.86100377805714,131.9064094485297,0.8404310075149282
-90.0,10.0,-70.0,15.464803515590182,0.6631134184975626,119.57844237174321,86.45808232895291,124.49642514350305,0.8553265788412252
-80.0,10.0,-70.0,14.3479473361391,0.6932987206448892,112.89147427487532,84.1130192063036,117.47092786481491,0.8689850512089076
-70.0,10.0,-70.0,13.33068072270131,0.7207924128999647,106.72743224546217,82.915619758885,110.90301129062836,0.8812625161396481
-60.0,10.0,-70.0,12.424507646019059,0.74528357713462,101.17854062243967,82.915619758885,104.87867720961172,0.892023488841445
-50.0,10.0,-70.0,11.640124711366084,0.7664831159090247,96.34618538818829,84.1130192063036,99.49671327811096,0.9011443356389106
-40.0,10.0,-70.0,10.987153623830803,0.784130983139708,92.33684423028734,86.45808232895291,94.86651133595728,0.9085166044388185
-30.0,10.0,-70.0,10.473884773410216,0.7980031142321563,89.2553279506858,89.86100377805714,91.10276611038769,0.9140501029390182
-20.0,10.0,-70.0,10.107044284308923,0.8079177220457048,87.19527285502521,94.20721840708386,88.31632359237275,0.9176755698136719
-10.0,10.0,-70.0,9.891596590137826,0.8137406326989777,86.22783247268802,99.37303457175895,86.6015706138254,0.9193467963889131
0.0,10.0,-70.0,9.830593322141695,0.815389369671846,86.39089476621854,105.23782589924595,86.02261942471921,0.9190420803358066
10.0,10.0,-70.0,9.925077075818859,0.8128357547075984,87.68209693312534,111.69153951844338,86.60225212197872,0.9167649272750323
20.0,10.0,-70.0,10.174045616049202,0.8061068752419135,90.05836742913209,118.63810517704673,88.31766013945037,0.9125439582441691
30.0,10.0,-70.0,10.574478559495903,0.7952843632568676,93.44247505871077,125.99603168354153,91.10470960612383,0.9064320270464425
40.0,10.0,-70.0,11.12142487287174,0.7805020304629259,97.73436619645908,133.69741957120937,94.86899984886972,0.8985045973475111
50.0,10.0,-70.0,11.808146007188185,0.7619419998057247,102.82367893100228,141.68627315304755,99.49967915643515,0.8888574707891351
60.0,10.0,-70.0,12.626306484155721,0.7398295544822778,108.60034847757989,149.9166435056495,104.88205362283018,0.8776039906914473
70.0,10.0,-70.0,13.566201520969184,0.7144269859197518,114.96182147334505,158.35087622113116,110.9067364592923,0.8648718685009723
80.0,10.0,-70.0,14.617009978080304,0.686026757349181,121.81688810480479,166.95807857064,117.47494716729864,0.8507997907127292
90.0,10.0,-70.0,15.767060577316172,0.6549443087211845,129.0869349434298,175.71283390805579,124.50069169232876,0.835533962641669
100.0,10.0,-70.0,17.004099889510222,0.621510813797021,136.70557880734427,184.5941494197473,131.91088375026902,0.819224733471702
110.0,10.0,-70.0,18.315551868205347,0.5860661657241798,144.61746575083103,193.5846068260594,139.644334907241,0.8020234267297675
120.0,10.0,-70.0,19.688760490987082,0.5489524191625113,152.77675849721268,202.66968199511243,147.6502600458068,0.7840794745067409
-120.0,20.0,-70.0,18.757844026587396,0.574112323605746,138.5702595365166,92.05976319760984,144.56541811173548,0.8149600865877213
-110.0,20.0,-70.0,17.391038348570135,0.6110530176062126,130.54784940955378,86.45808232895291,136.3789541451671,0.8321923794098088
-100.0,20.0,-70.0,16.087834442049836,0.6462747448094639,122.82283975334116,81.70067319184096,128.4495159727676,0.8484753478472692
-90.0,20.0,-70.0,14.860884596527567,0.6794355514452008,115.4554874700954,77.94228634059948,120.8277169094367,0.8636542552275634
-80.0,20.0,-70.0,13.722804887040546,0.7101944625124177,108.51850274840676,75.33259586659682,113.57550877480439,0.8775761287094765
-70.0,20.0,-70.0,12.685931786059847,0.7382180598362204,102.09815883484889,73.9932429347437,106.76823129266664,0.8900930703897022
-60.0,20.0,-70.0,11.762058308041551,0.7631876132961742,96.29435259734821,73.9932429347437,100.49633940235361,0.9010657549046237
-50.0,20.0,-70.0,10.96215835033849,0.7848065310719327,91.21892750904824,75.33259586659682,94.86608062517256,0.9103669816620501
-40.0,20.0,-70.0,10.296109945323334,0.8028078393155855,86.9914641577219,77.94228634059948,89.9979570495377,0.9178851301644882
-30.0,20.0,-70.0,9.772429633143437,0.8169613612663935,83.73175716611924,81.70067319184096,86.02145832871658,0.9235273560816116
-20.0,20.0,-70.0,9.398030863134501,0.8270802469423107,81.54861766105952,86.45808232895291,83.06473567590409,0.9272223660456902
-10.0,20.0,-70.0,9.178019059000247,0.8330265119189122,80.52587312529678,92.05976319760984,81.2392105624895,0.9289226218613514
0.0,20.0,-70.0,9.115534661777692,0.8347152794114137,80.70844869659982,98.36157786453,80.62176103711204,0.9286058499343989
10.0,20.0,-70.0,9.211653140774914,0.8321174826817591,82.09307857473888,105.23782589924595,81.23993705459088,0.9262757677878687
20.0,20.0,-70.0,9.465347808534736,0.8252608700396017,84.62768636475523,112.58330249197702,83.06615672187186,0.9219619837267798
30.0,20.0,-70.0,9.87351757468739,0.8142292547381786,88.22018686524899,120.31209415515964,86.02351662453279,0.9157190741368824
40.0,20.0,-70.0,10.431077883325054,0.799160057207431,92.7534022726022,128.35497652993436,90.00058017790752,0.9076248910675921
50.0,20.0,-70.0,11.131109382130967,0.7802402869694334,98.10088285847308,136.65650368716447,94.86919127023616,0.897778196176256
60.0,20.0,-70.0,11.965055722059123,0.7577011967011048,104.13952893355986,145.17231140957975,100.4998630455651,0.8862957519350461
70.0,20.0,-70.0,12.922959558461363,0.7318119038253685,110.75743352378377,153.86682553429117,106.77210071964508,0.8733090244681345
80.0,20.0,-70.0,13.993724480204472,0.7028723113458252,117.85740663983792,162.7114009527298,113.57966592658532,0.858960663151792
90.0,20.0,-70.0,15.165390268303792,0.6712056684242218,125.35750933976159,171.68284713389394,120.83211299941509,0.8434009203068132
100.0,20.0,-70.0,16.425409497103107,0.637151094672889,133.18991715579938,180.76227482525218,128.4541106847582,0.8267841613889336
110.0,20.0,-70.0,17.76091486291263,0.6010563550564154,141.29906777050465,189.93419913222579,136.3837144666503,0.8092655944642765
120.0,20.0,-70.0,19.158968524045882,0.5632711209717329,149.6396621343081,199.18584287042088,144.57031711810515,0.7909983204158213
-120.0,30.0,-70.0,18.334651408638962,0.5855499619286767,135.76468635027268,85.2936105461599,142.1236694356574,0.8209407057168225
-110.0,30.0,-70.0,16.94851911231357,0.6230129969644981,127.56231481632919,79.21489758877429,133.78787850087434,0.8384245489562873
-100.0,30.0,-70.0,15.626587524023568,0.6587408777290927,119.64186200907682,73.9932429347437,125.69508921860633,0.8549493421064438
-90.0,30.0,-70.0,14.381728579356242,0.6923857140714529,112.06447908652707,69.82120021884471,117.8953539100761,0.8703571349254069
-80.0,30.0,-70.0,13.226787427837094,0.7236003397881866,104.9053636950004,66.89544080129826,110.450774073751,0.8844916792975708
-70.0,30.0,-70.0,12.17433377209785,0.7520450331865446,98.25541336805244,65.3834841531101,103.438061241496,0.8972018282896564
-60.0,30.0,-70.0,11.236391752706282,0.7773948174944249,92.22170470794961,65.3834841531101,96.9509748961204,0.9083451310775693
-50.0,30.0,-70.0,10.4241572734278,0.7993471007181675,86.92599029935926,66.89544080129826,91.10186909837174,0.9177914876263387
-40.0,30.0,-70.0,9.74771381163222,0.8176293564423724,82.50032717608204,69.82120021884471,86.0209833303802,0.9254267063739054
-30.0,30.0,-70.0,9.215759333812498,0.8320065044915541,79.07887774064527,73.9932429347437,81.85150330344729,0.9311557967468044
-20.0,30.0,-70.0,8.83535768471012,0.8422876301429698,76.78517374082388,79.21489758877429,78.7383490615782,0.9349058284929769
-10.0,30.0,-70.0,8.611727554643497,0.8483316877123379,75.7154638191589,85.2936105461599,76.81006856429451,0.9366282029122079
0.0,30.0,-70.0,8.548080771122553,0.8500518710507418,75.92147914726173,92.05976319760984,76.15671771262411,0.9363002071059675
10.0,30.0,-70.0,8.645519253671257,0.8474183985494255,77.39859986684083,99.37303457175895,76.81083694810913,0.9339257598507116
20.0,30.0,-70.0,8.902996694590525,0.8404595487948506,80.08508349914403,107.12142642814275,78.7398481874184,0.929535303671165
30.0,30.0,-70.0,9.317347179530929,0.8292608870397047,83.87346694948688,115.21718621802913,81.85366645719903,0.9231848480673432
40.0,30.0,-70.0,9.883378915401654,0.8139627320161715,88.6294660134206,123.59207094308275,86.02372772901137,0.9149542189266381
50.0,30.0,-70.0,10.594027390693169,0.7947560164677522,94.21124025397421,132.19304066402285,91.10510826679133,0.9049446142406271
60.0,30.0,-70.0,11.440559024680688,0.7718767831167381,100.48385559598621,140.97872179871683,96.95462738937456,0.8932756023070396
70.0,30.0,-70.0,12.412813954221187,0.7455996228588869,107.32744302093427,149.9166435056495,103.44205523925534,0.880081722764518
80.0,30.0,-70.0,13.499475228279952,0.716230399235677,114.64014639037852,158.98113095584645,110.45504882996451,0.8655088617026355
90.0,30.0,-70.0,14.688351366364698,0.684098611719873,122.33778648680233,168.15171720800237,117.89985933807782,0.8497105698847038
