79	0.7898	0.2411	0.7898	0.7898
80	0.7999	0.2414	0.7999	0.7999
81	0.8099	0.2417	0.8099	0.8099
82	0.8197	0.2423	0.8197	0.8197
83	0.8298	0.2426	0.8298	0.8298
84	0.8398	0.2432	0.8398	0.8398
85	0.8499	0.2435	0.8499	0.8499
86	0.8600	0.2441	0.8600	0.8600
87	0.8698	0.2444	0.8698	0.8698
88	0.8798	0.2451	0.8798	0.8798
89	0.8899	0.2454	0.8899	0.8899
90	0.9000	0.2460	0.9000	0.9000
91	0.9097	0.2463	0.9097	0.9097
92	0.9198	0.2469	0.9198	0.9198
93	0.9299	0.2472	0.9299	0.9299
94	0.9399	0.2478	0.9399	0.9399
95	0.9497	0.2481	0.9497	0.9497
96	0.9598	0.2487	0.9598	0.9598
97	0.9698	0.2490	0.9698	0.9698
98	0.9799	0.2496	0.9799	0.9799
99	0.9900	0.2499	0.9900	0.9900
100	0.9998	0.2505	0.9998	0.9998
101	1.0098	0.2509	1.0098	1.0098
102	1.0199	0.2515	1.0199	1.0199
103	1.0300	0.2518	1.0300	1.0300
104	1.0397	0.2524	1.0397	1.0397
105	1.0498	0.2527	1.0498	1.0498
106	1.0599	0.2533	1.0599	1.0599
107	1.0699	0.2536	1.0699	1.0699
108	1.0797	0.2539	1.0797	1.0797
109	1.0898	0.2545	1.0898	1.0898
110	1.0999	0.2548	1.0999	1.0999
111	1.1099	0.2554	1.1099	1.1099
112	1.1200	0.2557	1.1200	1.1200
113	1.1298	0.2563	1.1298	1.1298
114	1.1398	0.2567	1.1398	1.1398
115	1.1499	0.2573	1.1499	1.1499
116	1.1600	0.2576	1.1600	1.1600
117	1.1697	0.2582	1.1697	1.1697
118	1.1798	0.2585	1.1798	1.1798
119	1.1899	0.2591	1.1899	1.1899
120	1.2000	0.2594	1.2000	1.2000
121	1.2097	0.2600	1.2097	1.2097
122	1.2198	0.2603	1.2198	1.2198
123	1.2299	0.2606	1.2299	1.2299
124	1.2399	0.2609	1.2399	1.2399
125	1.2500	0.2612	1.2500	1.2500
126	1.2598	0.2615	1.2598	1.2598
127	1.2698	0.2618	1.2698	1.2698
128	1.2799	0.2621	1.2799	1.2799
129	1.2900	0.2625	1.2900	1.2900
130	1.2997	0.2628	1.2997	1.2997
131	1.3098	0.2631	1.3098	1.3098
132	1.3199	0.2634	1.3199	1.3199
133	1.3300	0.2640	1.3300	1.3300
134	1.3397	0.2643	1.3397	1.3397
135	1.3498	0.2646	1.3498	1.3498
136	1.3599	0.2649	1.3599	1.3599
137	1.3699	0.2652	1.3699	1.3699
138	1.3797	0.2655	1.3797	1.3797
139	1.3898	0.2658	1.3898	1.3898
140	1.3998	0.2661	1.3998	1.3998
141	1.4099	0.2664	1.4099	1.4099
142	1.4200	0.2667	1.4200	1.4200
143	1.4297	0.2670	1.4297	1.4297
144	1.4398	0.2673	1.4398	1.4398
145	1.4499	0.2676	1.4499	1.4499
146	1.4600	0.2679	1.4600	1.4600
147	1.4697	0.2682	1.4697	1.4697
148	1.4798	0.2689	1.4798	1.4798
149	1.4899	0.2692	1.4899	1.4899
150	1.4999	0.2695	1.4999	1.4999
151	1.5097	0.2698	1.5097	1.5097
152	1.5198	0.2701	1.5198	1.5198
153	1.5298	0.2704	1.5298	1.5298
154	1.5399	0.2707	1.5399	1.5399
155	1.5500	0.2710	1.5500	1.5500
156	1.5598	0.2713	1.5598	1.5598
157	1.5698	0.2716	1.5698	1.5698
158	1.5799	0.2719	1.5799	1.5799
159	1.5900	0.2722	1.5900	1.5900
160	1.5997	0.2725	1.5997	1.5997
161	1.6098	0.2728	1.6098	1.6098
162	1.6199	0.2731	1.6199	1.6199
163	1.6299	0.2734	1.6299	1.6299
164	1.6397	0.2740	1.6397	1.6397
165	1.6498	0.2744	1.6498	1.6498
166	1.6599	0.2747	1.6599	1.6599
167	1.6699	0.2750	1.6699	1.6699
168	1.6800	0.2753	1.6800	1.6800
169	1.6898	0.2756	1.6898	1.6898
170	1.6998	0.2759	1.6998	1.6998
171	1.7099	0.2762	1.7099	1.7099
172	1.7200	0.2765	1.7200	1.7200
173	1.7297	0.2768	1.7297	1.7297
174	1.7398	0.2771	1.7398	1.7398
175	1.7499	0.2774	1.7499	1.7499
176	1.7599	0.2777	1.7599	1.7599
177	1.7697	0.2780	1.7697	1.7697
178	1.7798	0.2783	1.7798	1.7798
179	1.7899	0.2789	1.7899	1.7899
180	1.7999	0.2792	1.7999	1.7999
181	1.8100	0.2795	1.8100	1.8100
182	1.8198	0.2798	1.8198	1.8198
183	1.8298	0.2802	1.8298	1.8298
184	1.8399	0.2805	1.8399	1.8399
185	1.8500	0.2805	1.8500	1.8500
186	1.8597	0.2808	1.8597	1.8597
187	1.8698	0.2811	1.8698	1.8698
188	1.8799	0.2814	1.8799	1.8799
189	1.8900	0.2817	1.8900	1.8900
190	1.8997	0.2820	1.8997	1.8997
191	1.9098	0.2820	1.9098	1.9098
192	1.9199	0.2823	1.9199	1.9199
193	1.9299	0.2826	1.9299	1.9299
194	1.9397	0.2829	1.9397	1.9397
195	1.9498	0.2829	1.9498	1.9498
196	1.9598	0.2832	1.9598	1.9598
197	1.9699	0.2835	1.9699	1.9699
198	1.9800	0.2838	1.9800	1.9800
199	1.9897	0.2841	1.9897	1.9897
200	1.9998	0.2844	1.9998	1.9998
201	2.0099	0.2844	2.0099	2.0099
202	2.0200	0.2847	2.0200	2.0200
203	2.0297	0.2850	2.0297	2.0297
204	2.0398	0.2853	2.0398	2.0398
205	2.0499	0.2856	2.0499	2.0499
206	2.0599	0.2859	2.0599	2.0599
207	2.0697	0.2859	2.0697	2.0697
208	2.0798	0.2863	2.0798	2.0798
209	2.0898	0.2866	2.0898	2.0898
210	2.0999	0.2869	2.0999	2.0999
211	2.1100	0.2872	2.1100	2.1100
212	2.1198	0.2875	2.1198	2.1198
213	2.1298	0.2875	2.1298	2.1298
214	2.1399	0.2878	2.1399	2.1399
215	2.1500	0.2881	2.1500	2.1500
216	2.1597	0.2884	2.1597	2.1597
217	2.1698	0.2887	2.1698	2.1698
218	2.1799	0.2887	2.1799	2.1799
219	2.1899	0.2890	2.1899	2.1899
220	2.1997	0.2893	2.1997	2.1997
221	2.2098	0.2896	2.2098	2.2098
222	2.2198	0.2899	2.2198	2.2198
223	2.2299	0.2902	2.2299	2.2299
224	2.2400	0.2902	2.2400	2.2400
225	2.2498	0.2905	2.2498	2.2498
226	2.2598	0.2908	2.2598	2.2598
227	2.2699	0.2911	2.2699	2.2699
228	2.2800	0.2914	2.2800	2.2800
229	2.2897	0.2917	2.2897	2.2897
230	2.2998	0.2917	2.2998	2.2998
231	2.3099	0.2921	2.3099	2.3099
232	2.3199	0.2924	2.3199	2.3199
233	2.3297	0.2927	2.3297	2.3297
234	2.3398	0.2930	2.3398	2.3398
235	2.3499	0.2933	2.3499	2.3499
236	2.3599	0.2933	2.3599	2.3599
237	2.3700	0.2936	2.3700	2.3700
238	2.3798	0.2939	2.3798	2.3798
239	2.3898	0.2942	2.3898	2.3898
240	2.3999	0.2945	2.3999	2.3999
241	2.4100	0.2948	2.4100	2.4100
242	2.4197	0.2948	2.4197	2.4197
243	2.4298	0.2951	2.4298	2.4298
244	2.4399	0.2954	2.4399	2.4399
245	2.4500	0.2957	2.4500	2.4500
246	2.4597	0.2957	2.4597	2.4597
247	2.4698	0.2960	2.4698	2.4698
248	2.4799	0.2963	2.4799	2.4799
249	2.4899	0.2966	2.4899	2.4899
250	2.5000	0.2969	2.5000	2.5000
251	2.5098	0.2972	2.5098	2.5098
252	2.5198	0.2972	2.5198	2.5198
253	2.5299	0.2975	2.5299	2.5299
254	2.5400	0.2979	2.5400	2.5400
255	2.5497	0.2982	2.5497	2.5497
256	2.5598	0.2985	2.5598	2.5598
257	2.5699	0.2988	2.5699	2.5699
258	2.5800	0.2988	2.5800	2.5800
259	2.5897	0.2991	2.5897	2.5897
260	2.5998	0.2994	2.5998	2.5998
261	2.6099	0.2997	2.6099	2.6099
262	2.6199	0.3000	2.6199	2.6199
263	2.6297	0.3003	2.6297	2.6297
264	2.6398	0.3003	2.6398	2.6398
265	2.6498	0.3006	2.6498	2.6498
266	2.6599	0.3006	2.6599	2.6599
267	2.6700	0.3009	2.6700	2.6700
268	2.6797	0.3012	2.6797	2.6797
269	2.6898	0.3012	2.6898	2.6898
270	2.6999	0.3015	2.6999	2.6999
271	2.7100	0.3018	2.7100	2.7100
272	2.7197	0.3021	2.7197	2.7197
273	2.7298	0.3021	2.7298	2.7298
274	2.7399	0.3024	2.7399	2.7399
275	2.7499	0.3027	2.7499	2.7499
276	2.7597	0.3027	2.7597	2.7597
277	2.7698	0.3030	2.7698	2.7698
278	2.7798	0.3033	2.7798	2.7798
279	2.7899	0.3033	2.7899	2.7899
280	2.8000	0.3036	2.8000	2.8000
281	2.8098	0.3040	2.8098	2.8098
282	2.8198	0.3043	2.8198	2.8198
283	2.8299	0.3043	2.8299	2.8299
284	2.8400	0.3046	2.8400	2.8400
285	2.8497	0.3049	2.8497	2.8497
286	2.8598	0.3049	2.8598	2.8598
287	2.8699	0.3052	2.8699	2.8699
288	2.8799	0.3055	2.8799	2.8799
289	2.8897	0.3055	2.8897	2.8897
290	2.8998	0.3058	2.8998	2.8998
291	2.9099	0.3061	2.9099	2.9099
292	2.9199	0.3064	2.9199	2.9199
293	2.9300	0.3064	2.9300	2.9300
294	2.9398	0.3067	2.9398	2.9398
295	2.9498	0.3067	2.9498	2.9498
296	2.9599	0.3070	2.9599	2.9599
297	2.9700	0.3073	2.9700	2.9700
298	2.9797	0.3073	2.9797	2.9797
299	2.9898	0.3076	2.9898	2.9898
300	2.9999	0.3079	2.9999	2.9999
301	3.0099	0.3082	3.0099	3.0099
302	3.0197	0.3082	3.0197	3.0197
303	3.0298	0.3085	3.0298	3.0298
304	3.0399	0.3088	3.0399	3.0399
305	3.0499	0.3088	3.0499	3.0499
306	3.0600	0.3091	3.0600	3.0600
307	3.0698	0.3094	3.0698	3.0698
308	3.0798	0.3098	3.0798	3.0798
309	3.0899	0.3098	3.0899	3.0899
310	3.1000	0.3101	3.1000	3.1000
311	3.1097	0.3104	3.1097	3.1097
312	3.1198	0.3104	3.1198	3.1198
313	3.1299	0.3107	3.1299	3.1299
314	3.1400	0.3110	3.1400	3.1400
315	3.1497	0.3110	3.1497	3.1497
316	3.1598	0.3113	3.1598	3.1598
317	3.1699	0.3116	3.1699	3.1699
318	3.1799	0.3119	3.1799	3.1799
319	3.1897	0.3119	3.1897	3.1897
320	3.1998	0.3122	3.1998	3.1998
321	3.2098	0.3125	3.2098	3.2098
322	3.2199	0.3125	3.2199	3.2199
323	3.2300	0.3128	3.2300	3.2300
324	3.2397	0.3128	3.2397	3.2397
325	3.2498	0.3131	3.2498	3.2498
326	3.2599	0.3134	3.2599	3.2599
327	3.2700	0.3137	3.2700	3.2700
328	3.2797	0.3137	3.2797	3.2797
329	3.2898	0.3140	3.2898	3.2898
330	3.2999	0.3143	3.2999	3.2999
331	3.3099	0.3143	3.3099	3.3099
332	3.3197	0.3146	3.3197	3.3197
333	3.3298	0.3149	3.3298	3.3298
334	3.3398	0.3149	3.3398	3.3398
335	3.3499	0.3152	3.3499	3.3499
336	3.3600	0.3156	3.3600	3.3600
337	3.3698	0.3159	3.3698	3.3698
338	3.3798	0.3159	3.3798	3.3798
339	3.3899	0.3162	3.3899	3.3899
340	3.4000	0.3165	3.4000	3.4000
341	3.4097	0.3165	3.4097	3.4097
342	3.4198	0.3168	3.4198	3.4198
343	3.4299	0.3171	3.4299	3.4299
344	3.4399	0.3174	3.4399	3.4399
345	3.4497	0.3174	3.4497	3.4497
346	3.4598	0.3177	3.4598	3.4598
347	3.4698	0.3180	3.4698	3.4698
348	3.4799	0.3180	3.4799	3.4799
349	3.4900	0.3183	3.4900	3.4900
350	3.4998	0.3183	3.4998	3.4998
351	3.5098	0.3186	3.5098	3.5098
352	3.5199	0.3189	3.5199	3.5199
353	3.5300	0.3192	3.5300	3.5300
354	3.5397	0.3192	3.5397	3.5397
355	3.5498	0.3195	3.5498	3.5498
356	3.5599	0.3198	3.5599	3.5599
357	3.5699	0.3198	3.5699	3.5699
358	3.5797	0.3201	3.5797	3.5797
359	3.5898	0.3204	3.5898	3.5898
360	3.5999	0.3204	3.5999	3.5999
361	3.6099	0.3207	3.6099	3.6099
362	3.6200	0.3207	3.6200	3.6200
363	3.6298	0.3210	3.6298	3.6298
364	3.6398	0.3214	3.6398	3.6398
365	3.6499	0.3214	3.6499	3.6499
366	3.6600	0.3217	3.6600	3.6600
367	3.6697	0.3217	3.6697	3.6697
368	3.6798	0.3220	3.6798	3.6798
369	3.6899	0.3223	3.6899	3.6899
370	3.7000	0.3223	3.7000	3.7000
371	3.7097	0.3226	3.7097	3.7097
372	3.7198	0.3226	3.7198	3.7198
373	3.7299	0.3229	3.7299	3.7299
374	3.7399	0.3232	3.7399	3.7399
375	3.7500	0.3232	3.7500	3.7500
376	3.7598	0.3235	3.7598	3.7598
377	3.7698	0.3238	3.7698	3.7698
378	3.7799	0.3238	3.7799	3.7799
379	3.7900	0.3241	3.7900	3.7900
380	3.7997	0.3241	3.7997	3.7997
381	3.8098	0.3244	3.8098	3.8098
382	3.8199	0.3244	3.8199	3.8199
383	3.8300	0.3247	3.8300	3.8300
384	3.8397	0.3250	3.8397	3.8397
385	3.8498	0.3250	3.8498	3.8498
386	3.8599	0.3253	3.8599	3.8599
387	3.8699	0.3253	3.8699	3.8699
388	3.8797	0.3256	3.8797	3.8797
389	3.8898	0.3259	3.8898	3.8898
390	3.8998	0.3259	3.8998	3.8998
391	3.9099	0.3262	3.9099	3.9099
392	3.9200	0.3262	3.9200	3.9200
393	3.9297	0.3265	3.9297	3.9297
394	3.9398	0.3268	3.9398	3.9398
395	3.9499	0.3268	3.9499	3.9499
396	3.9600	0.3271	3.9600	3.9600
397	3.9697	0.3271	3.9697	3.9697
398	3.9798	0.3275	3.9798	3.9798
399	3.9899	0.3278	3.9899	3.9899
400	3.9999	0.3278	3.9999	3.9999
401	4.0097	0.3281	4.0097	4.0097
402	4.0198	0.3284	4.0198	4.0198
403	4.0298	0.3284	4.0298	4.0298
404	4.0399	0.3287	4.0399	4.0399
405	4.0500	0.3287	4.0500	4.0500
406	4.0598	0.3290	4.0598	4.0598
407	4.0698	0.3293	4.0698	4.0698
408	4.0799	0.3293	4.0799	4.0799
409	4.0900	0.3296	4.0900	4.0900
410	4.0997	0.3296	4.0997	4.0997
411	4.1098	0.3299	4.1098	4.1098
412	4.1199	0.3299	4.1199	4.1199
413	4.1299	0.3302	4.1299	4.1299
414	4.1397	0.3305	4.1397	4.1397
415	4.1498	0.3305	4.1498	4.1498
416	4.1599	0.3308	4.1599	4.1599
417	4.1699	0.3308	4.1699	4.1699
418	4.1800	0.3311	4.1800	4.1800
419	4.1898	0.3314	4.1898	4.1898
420	4.1998	0.3314	4.1998	4.1998
421	4.2099	0.3317	4.2099	4.2099
422	4.2200	0.3317	4.2200	4.2200
423	4.2297	0.3320	4.2297	4.2297
424	4.2398	0.3323	4.2398	4.2398
425	4.2499	0.3323	4.2499	4.2499
426	4.2599	0.3326	4.2599	4.2599
427	4.2697	0.3329	4.2697	4.2697
428	4.2798	0.3329	4.2798	4.2798
429	4.2899	0.3333	4.2899	4.2899
430	4.2999	0.3333	4.2999	4.2999
431	4.3100	0.3336	4.3100	4.3100
432	4.3198	0.3339	4.3198	4.3198
433	4.3298	0.3339	4.3298	4.3298
434	4.3399	0.3342	4.3399	4.3399
435	4.3500	0.3342	4.3500	4.3500
436	4.3597	0.3345	4.3597	4.3597
437	4.3698	0.3348	4.3698	4.3698
438	4.3799	0.3348	4.3799	4.3799
439	4.3900	0.3351	4.3900	4.3900
440	4.3997	0.3354	4.3997	4.3997
441	4.4098	0.3354	4.4098	4.4098
442	4.4199	0.3357	4.4199	4.4199
443	4.4299	0.3357	4.4299	4.4299
444	4.4397	0.3360	4.4397	4.4397
445	4.4498	0.3360	4.4498	4.4498
446	4.4598	0.3363	4.4598	4.4598
447	4.4699	0.3363	4.4699	4.4699
448	4.4800	0.3366	4.4800	4.4800
449	4.4897	0.3369	4.4897	4.4897
450	4.4998	0.3369	4.4998	4.4998
451	4.5099	0.3372	4.5099	4.5099
452	4.5200	0.3375	4.5200	4.5200
453	4.5297	0.3375	4.5297	4.5297
454	4.5398	0.3378	4.5398	4.5398
455	4.5499	0.3378	4.5499	4.5499
456	4.5599	0.3381	4.5599	4.5599
457	4.5697	0.3384	4.5697	4.5697
458	4.5798	0.3384	4.5798	4.5798
459	4.5898	0.3387	4.5898	4.5898
460	4.5999	0.3387	4.5999	4.5999
461	4.6100	0.3391	4.6100	4.6100
462	4.6198	0.3394	4.6198	4.6198
463	4.6298	0.3394	4.6298	4.6298
464	4.6399	0.3397	4.6399	4.6399
465	4.6500	0.3400	4.6500	4.6500
466	4.6597	0.3400	4.6597	4.6597
467	4.6698	0.3403	4.6698	4.6698
468	4.6799	0.3406	4.6799	4.6799
469	4.6899	0.3406	4.6899	4.6899
470	4.6997	0.3409	4.6997	4.6997
471	4.7098	0.3412	4.7098	4.7098
472	4.7198	0.3412	4.7198	4.7198
473	4.7299	0.3415	4.7299	4.7299
474	4.7400	0.3418	4.7400	4.7400
475	4.7498	0.3418	4.7498	4.7498
476	4.7598	0.3421	4.7598	4.7598
477	4.7699	0.3421	4.7699	4.7699
478	4.7800	0.3424	4.7800	4.7800
479	4.7897	0.3427	4.7897	4.7897
480	4.7998	0.3427	4.7998	4.7998
481	4.8099	0.3430	4.8099	4.8099
482	4.8199	0.3433	4.8199	4.8199
483	4.8297	0.3433	4.8297	4.8297
484	4.8398	0.3436	4.8398	4.8398
485	4.8499	0.3439	4.8499	4.8499
486	4.8599	0.3439	4.8599	4.8599
487	4.8700	0.3442	4.8700	4.8700
488	4.8798	0.3445	4.8798	4.8798
489	4.8898	0.3445	4.8898	4.8898
490	4.8999	0.3448	4.8999	4.8999
491	4.9100	0.3452	4.9100	4.9100
492	4.9197	0.3452	4.9197	4.9197
493	4.9298	0.3455	4.9298	4.9298
494	4.9399	0.3458	4.9399	4.9399
495	4.9500	0.3458	4.9500	4.9500
496	4.9597	0.3461	4.9597	4.9597
497	4.9698	0.3464	4.9698	4.9698
498	4.9799	0.3464	4.9799	4.9799
499	4.9899	0.3467	4.9899	4.9899
500	5.0000	0.3470	5.0000	5.0000
501	5.0098	0.3470	5.0098	5.0098
502	5.0198	0.3473	5.0198	5.0198
503	5.0299	0.3476	5.0299	5.0299
504	5.0400	0.3476	5.0400	5.0400
505	5.0497	0.3479	5.0497	5.0497
506	5.0598	0.3479	5.0598	5.0598
507	5.0699	0.3482	5.0699	5.0699
508	5.0800	0.3485	5.0800	5.0800
509	5.0897	0.3485	5.0897	5.0897
510	5.0998	0.3488	5.0998	5.0998
511	5.1099	0.3491	5.1099	5.1099
512	5.1199	0.3491	5.1199	5.1199
513	5.1297	0.3494	5.1297	5.1297
514	5.1398	0.3497	5.1398	5.1398
515	5.1498	0.3497	5.1498	5.1498
516	5.1599	0.3500	5.1599	5.1599
517	5.1700	0.3503	5.1700	5.1700
518	5.1797	0.3503	5.1797	5.1797
519	5.1898	0.3506	5.1898	5.1898
520	5.1999	0.3510	5.1999	5.1999
521	5.2100	0.3510	5.2100	5.2100
522	5.2197	0.3513	5.2197	5.2197
523	5.2298	0.3516	5.2298	5.2298
524	5.2399	0.3516	5.2399	5.2399
525	5.2499	0.3519	5.2499	5.2499
526	5.2597	0.3522	5.2597	5.2597
527	5.2698	0.3522	5.2698	5.2698
528	5.2798	0.3525	5.2798	5.2798
529	5.2899	0.3528	5.2899	5.2899
530	5.3000	0.3528	5.3000	5.3000
531	5.3098	0.3531	5.3098	5.3098
532	5.3198	0.3534	5.3198	5.3198
533	5.3299	0.3534	5.3299	5.3299
534	5.3400	0.3537	5.3400	5.3400
535	5.3497	0.3537	5.3497	5.3497
536	5.3598	0.3540	5.3598	5.3598
537	5.3699	0.3543	5.3699	5.3699
538	5.3799	0.3543	5.3799	5.3799
539	5.3897	0.3546	5.3897	5.3897
540	5.3998	0.3549	5.3998	5.3998
541	5.4099	0.3549	5.4099	5.4099
542	5.4199	0.3552	5.4199	5.4199
543	5.4300	0.3555	5.4300	5.4300
544	5.4398	0.3555	5.4398	5.4398
545	5.4498	0.3558	5.4498	5.4498
546	5.4599	0.3561	5.4599	5.4599
547	5.4700	0.3561	5.4700	5.4700
548	5.4797	0.3564	5.4797	5.4797
549	5.4898	0.3568	5.4898	5.4898
550	5.4999	0.3571	5.4999	5.4999
551	5.5099	0.3571	5.5099	5.5099
552	5.5197	0.3574	5.5197	5.5197
553	5.5298	0.3577	5.5298	5.5298
554	5.5399	0.3577	5.5399	5.5399
555	5.5499	0.3580	5.5499	5.5499
556	5.5600	0.3583	5.5600	5.5600
557	5.5698	0.3583	5.5698	5.5698
558	5.5798	0.3586	5.5798	5.5798
559	5.5899	0.3589	5.5899	5.5899
560	5.6000	0.3589	5.6000	5.6000
561	5.6097	0.3592	5.6097	5.6097
562	5.6198	0.3595	5.6198	5.6198
563	5.6299	0.3595	5.6299	5.6299
564	5.6400	0.3598	5.6400	5.6400
565	5.6497	0.3598	5.6497	5.6497
566	5.6598	0.3601	5.6598	5.6598
567	5.6699	0.3604	5.6699	5.6699
568	5.6799	0.3607	5.6799	5.6799
569	5.6897	0.3607	5.6897	5.6897
570	5.6998	0.3610	5.6998	5.6998
571	5.7098	0.3613	5.7098	5.7098
572	5.7199	0.3616	5.7199	5.7199
573	5.7300	0.3616	5.7300	5.7300
574	5.7397	0.3619	5.7397	5.7397
575	5.7498	0.3622	5.7498	5.7498
576	5.7599	0.3625	5.7599	5.7599
577	5.7700	0.3629	5.7700	5.7700
578	5.7797	0.3629	5.7797	5.7797
579	5.7898	0.3632	5.7898	5.7898
580	5.7999	0.3635	5.7999	5.7999
581	5.8099	0.3638	5.8099	5.8099
582	5.8197	0.3638	5.8197	5.8197
583	5.8298	0.3641	5.8298	5.8298
584	5.8398	0.3644	5.8398	5.8398
585	5.8499	0.3647	5.8499	5.8499
586	5.8600	0.3647	5.8600	5.8600
587	5.8698	0.3650	5.8698	5.8698
588	5.8798	0.3653	5.8798	5.8798
589	5.8899	0.3653	5.8899	5.8899
590	5.9000	0.3656	5.9000	5.9000
591	5.9097	0.3659	5.9097	5.9097
592	5.9198	0.3662	5.9198	5.9198
593	5.9299	0.3665	5.9299	5.9299
594	5.9399	0.3665	5.9399	5.9399
595	5.9497	0.3668	5.9497	5.9497
596	5.9598	0.3671	5.9598	5.9598
597	5.9698	0.3674	5.9698	5.9698
598	5.9799	0.3674	5.9799	5.9799
599	5.9900	0.3677	5.9900	5.9900
600	5.9998	0.3680	5.9998	5.9998
601	6.0098	0.3683	6.0098	6.0098
602	6.0199	0.3683	6.0199	6.0199
603	6.0300	0.3687	6.0300	6.0300
604	6.0397	0.3690	6.0397	6.0397
605	6.0498	0.3693	6.0498	6.0498
606	6.0599	0.3696	6.0599	6.0599
607	6.0699	0.3696	6.0699	6.0699
608	6.0797	0.3699	6.0797	6.0797
609	6.0898	0.3702	6.0898	6.0898
610	6.0999	0.3705	6.0999	6.0999
611	6.1099	0.3705	6.1099	6.1099
612	6.1200	0.3708	6.1200	6.1200
613	6.1298	0.3711	6.1298	6.1298
614	6.1398	0.3714	6.1398	6.1398
615	6.1499	0.3714	6.1499	6.1499
616	6.1600	0.3717	6.1600	6.1600
617	6.1697	0.3720	6.1697	6.1697
618	6.1798	0.3720	6.1798	6.1798
619	6.1899	0.3723	6.1899	6.1899
620	6.2000	0.3726	6.2000	6.2000
621	6.2097	0.3729	6.2097	6.2097
622	6.2198	0.3732	6.2198	6.2198
623	6.2299	0.3732	6.2299	6.2299
624	6.2399	0.3735	6.2399	6.2399
625	6.2500	0.3738	6.2500	6.2500
626	6.2598	0.3741	6.2598	6.2598
627	6.2698	0.3741	6.2698	6.2698
628	6.2799	0.3745	6.2799	6.2799
629	6.2900	0.3748	6.2900	6.2900
630	6.2997	0.3751	6.2997	6.2997
631	6.3098	0.3754	6.3098	6.3098
632	6.3199	0.3754	6.3199	6.3199
633	6.3300	0.3757	6.3300	6.3300
634	6.3397	0.3760	6.3397	6.3397
635	6.3498	0.3763	6.3498	6.3498
