time_s,value
28009.963925,836051664.0
28015.989987,836106431.0
28022.002357,836087864.0
28028.018149,836130831.0
28034.02503,836111564.0
28040.023653,836038564.0
28046.023467,836030431.0
28052.027508,836055531.0
28058.024323,836096598.0
28064.024481,836062264.0
28070.024824,836035864.0
28076.080137,836104531.0
28082.090623,836009998.0
28088.093567,836009998.0
28094.115958,836039064.0
28100.130655,836004731.0
28106.143725,835994998.0
28112.15298,836055031.0
28118.177557,836103931.0
28124.189814,836039264.0
28130.216507,835998298.0
28136.231384,836053331.0
28142.229228,835995798.0
28148.230934,836079031.0
28154.235475,835996998.0
28160.255066,836136764.0
28166.270212,836105031.0
28172.283148,836071998.0
28178.291326,836034998.0
28184.308134,835918331.0
28190.325139,835997898.0
28196.340729,836038564.0
28202.338626,836095898.0
28208.355674,836065064.0
28214.373946,836146798.0
28220.392399,836030431.0
28226.411798,836054831.0
28232.428461,836034998.0
28238.43053,835995398.0
28244.441035,835980131.0
28250.454886,836045898.0
28256.467757,836094598.0
28262.486355,835995098.0
28268.494907,836061364.0
28274.514471,836072098.0
28280.535078,836078031.0
28286.546897,836078031.0
28292.568537,836097698.0
28298.597442,836059998.0
28304.603025,836001664.0
28310.627973,836068331.0
28316.646824,836055231.0
28322.65893,836062264.0
28328.665,836130331.0
28334.695067,836078831.0
28340.720698,836022398.0
28346.74173,836161964.0
28352.745065,836146598.0
28358.748001,836094298.0
28364.749275,836097698.0
28370.768002,836155631.0
28376.775149,836114064.0
28382.795778,836104931.0
28388.81003,836155631.0
28394.836483,836072798.0
28400.859776,836109998.0
28406.872457,836076664.0
28412.894374,836069898.0
28418.900323,836113364.0
28424.924058,836051664.0
28430.94148,836045998.0
28436.952583,836093331.0
28442.964981,836112964.0
28448.990211,836076664.0
28455.004117,836095798.0
28461.0108,836079131.0
28467.010639,835997598.0
28473.020314,836072698.0
28479.124097,836084998.0
28485.139108,836009998.0
28491.157946,836009998.0
28497.174806,836072998.0
28503.189955,836065564.0
28509.201456,836120498.0
28515.21525,836119898.0
28521.235261,836121298.0
28527.261035,836147598.0
28533.261363,836081931.0
28539.270649,835986464.0
28545.278788,836105231.0
28551.294549,835994398.0
28557.313837,836012264.0
28563.334839,836039064.0
28569.343791,836080131.0
28575.35773,836095098.0
28581.373825,836063364.0
28587.38723,835997098.0
28593.408932,836079031.0
28599.421174,836071098.0
28605.435021,836038164.0
28611.457721,836079731.0
28617.467257,836112564.0
28623.479362,836080931.0
28629.49752,836051664.0
28635.512474,835997398.0
28641.512878,836022298.0
28647.528809,836056731.0
28653.550645,836076664.0
28659.555673,836036264.0
28665.567666,836059998.0
28671.577793,836080331.0
28677.587192,836029531.0
28683.594363,836004231.0
28689.613987,836004231.0
28695.62725,836019798.0
28701.639404,836006331.0
28707.661869,836006331.0
28713.677957,836087664.0
28719.699236,836080631.0
28725.712151,836037564.0
28731.713012,836078931.0
28737.729978,835952831.0
28743.755404,836023498.0
28749.765327,836030731.0
28755.782987,836046898.0
28761.803126,836055031.0
28767.818148,836022498.0
28773.844987,836009998.0
28779.857427,836004231.0
28785.879112,835934998.0
28791.884754,835943331.0
28797.890125,835978831.0
28803.912107,835955331.0
28809.920073,836037264.0
28815.93261,835987164.0
28821.952346,836070698.0
28827.965134,836111964.0
28833.96121,835988964.0
28839.974812,836061964.0
28846.004056,836003331.0
28852.022561,835955931.0
28858.024816,835953431.0
28864.025593,836054531.0
28870.02839,836014364.0
28876.046671,835945098.0
28882.167323,836019398.0
28888.17504,836048664.0
28894.18752,836062264.0
28900.200577,835980631.0
28906.213723,836049098.0
28912.240473,835943331.0
28918.2519,835980731.0
28924.266061,836080131.0
28930.280599,836023898.0
28936.301252,836004031.0
28942.315199,836038364.0
28948.324939,835995198.0
28954.34231,836079931.0
28960.365509,836011864.0
28966.378495,836015464.0
28972.40115,835989264.0
28978.416789,835926664.0
28984.446548,836018331.0
28990.454002,836030831.0
28996.468264,835978531.0
29002.481332,835918331.0
29008.497387,836064264.0
29014.512117,836005031.0
29020.52678,836062364.0
29026.545177,835926664.0
29032.563501,836020598.0
29038.571531,835965064.0
29044.603555,836043331.0
29050.619366,835929531.0
29056.624249,836088764.0
29062.643595,835988064.0
29068.65655,835959998.0
29074.669343,836070498.0
29080.692263,836037664.0
29086.787218,836046798.0
29092.794932,836030598.0
29098.822338,836045798.0
29104.823576,836005131.0
29110.848871,835997398.0
29116.8555,836029931.0
29122.877733,835953631.0
29128.883394,836037164.0
29134.896134,835909998.0
29140.911554,836086564.0
29146.920584,835968331.0
29152.941928,836029331.0
29158.950632,836040164.0
29164.96288,836104931.0
29170.980921,836029931.0
29176.984185,835979731.0
29183.006946,836080931.0
29189.024705,836004431.0
29195.038289,835997498.0
29201.040861,836002331.0
29207.046118,836037264.0
29213.058172,836012064.0
29219.075231,836031431.0
29225.070907,836104131.0
29231.069981,836063064.0
29237.074949,836030931.0
29243.093058,836095198.0
29249.104364,836043331.0
29255.133064,836012064.0
29261.134492,836062664.0
29267.158285,836103431.0
29273.174371,836062064.0
29279.18507,836045398.0
29285.214064,836068331.0
29291.237014,836038264.0
29297.243848,836038264.0
29303.26683,835984998.0
29309.275609,835968331.0
29315.297448,836087564.0
29321.314374,836088264.0
29327.325237,836055631.0
29333.343382,835971298.0
29339.367548,835963064.0
29345.389766,836046198.0
29351.402836,836028631.0
29357.432255,836045698.0
29363.458803,836103831.0
29369.478371,836076664.0
29375.496988,836053531.0
29381.495234,836011564.0
29387.493226,835987964.0
29393.511905,836028631.0
29399.537188,836046298.0
29405.543113,836120798.0
29411.544123,836013664.0
29417.56211,836072398.0
29423.577784,835959998.0
29429.591697,836030031.0
29435.604562,835993331.0
29441.631996,836069898.0
29447.659167,835926664.0
29453.673503,835946098.0
29459.695267,836004231.0
29465.704896,836005531.0
29471.722672,836013864.0
29477.738736,835972298.0
29483.7447,835943331.0
29489.827912,835918331.0
29495.865763,835970898.0
29501.87269,835970898.0
29507.877968,836097598.0
29513.891554,836039064.0
29519.907873,835995698.0
29525.917161,836055531.0
29531.932264,836029131.0
29537.951136,836056331.0
29543.969555,836059998.0
29549.984721,836068331.0
29555.998654,836038164.0
29562.018511,835984998.0
29568.033663,836039064.0
29574.043696,836038364.0
29580.064041,836096398.0
29586.074127,836138064.0
29592.091582,836112664.0
29598.093917,836076664.0
29604.107444,836140164.0
29610.122887,836080131.0
29616.125839,836083331.0
29622.134384,836063264.0
29628.134767,836113364.0
29634.133792,836164564.0
29640.148262,836143331.0
29646.155723,836109998.0
29652.166005,836143331.0
29658.183703,836118331.0
29664.210143,836096998.0
29670.215316,836104731.0
29676.232581,836113164.0
29682.253026,836061464.0
29688.25999,836084998.0
29694.28566,836088664.0
29700.291726,836088664.0
29706.292429,836054931.0
29712.297916,836134998.0
29718.318724,836070898.0
29724.323765,836018331.0
29730.323803,836128431.0
29736.321039,836011564.0
29742.3219,836012864.0
29748.328641,836030231.0
29754.345404,836026664.0
29760.358326,836029331.0
29766.384696,836163464.0
29772.406617,836162564.0
29778.415468,836114264.0
29784.437812,836168331.0
29790.446615,836163464.0
29796.44534,836088864.0
29802.458205,836021698.0
29808.462827,836126664.0
29814.483641,836076664.0
29820.499578,836155331.0
29826.514404,836059998.0
29832.527676,836106031.0
29838.550941,835987364.0
29844.562,836096298.0
29850.574007,836114264.0
29856.591569,836022698.0
29862.609653,836136864.0
29868.628529,836111664.0
29874.635752,836121498.0
29880.650397,836119098.0
29886.67547,836054431.0
29892.696368,836118798.0
29898.701236,836118798.0
29904.714875,836080231.0
29910.727993,836022898.0
29916.750958,836137864.0
29922.767488,836138764.0
29928.775093,836076664.0
29934.806454,836036764.0
29940.810004,836036764.0
29946.821245,836095998.0
29952.833124,835996998.0
29958.843054,836104031.0
29964.857251,836063164.0
29970.878896,836029131.0
29976.913585,836061964.0
29982.928997,836080031.0
29988.948809,836040264.0
29994.965014,836112164.0
30000.961159,836044798.0
30006.962185,836138164.0
30012.978006,836072598.0
30019.002735,836154731.0
30025.012918,836153731.0
30031.028957,836139464.0
30037.05319,836063964.0
30043.071865,836018331.0
30049.099047,836026664.0
30055.113423,836065164.0
30061.125668,836018331.0
30067.1392,836055231.0
30073.155581,836034998.0
30079.167611,836005031.0
30085.171568,836046098.0
30091.289388,836138064.0
30097.316062,836089764.0
30103.32905,836089764.0
30109.339065,836128831.0
30115.354916,836128431.0
30121.367378,836036864.0
30127.384827,836062764.0
30133.406125,836128931.0
30139.424714,836146398.0
30145.431479,836076664.0
30151.448085,836023298.0
30157.465904,836105731.0
30163.478892,836043331.0
30169.497204,835918331.0
30175.509619,836037464.0
30181.513202,836072398.0
30187.540573,836022098.0
30193.560403,836062464.0
30199.578878,836063164.0
30205.600985,836072198.0
30211.602417,836088764.0
30217.609664,836054231.0
30223.623726,836061964.0
30229.635377,836080231.0
30235.658726,836034998.0
30241.673945,836097998.0
30247.689884,836087564.0
30253.704875,836051664.0
30259.716024,836103831.0
30265.716138,835993331.0
30271.738579,836038064.0
30277.743454,836079931.0
30283.762031,835986464.0
30289.778104,836045998.0
30295.910641,836079431.0
30301.919215,836062631.0
30307.942576,836077531.0
30313.947998,836070398.0
30319.957784,836031331.0
30325.962676,836005331.0
30331.979824,836144998.0
30337.995451,836004231.0
30344.010207,836038264.0
30350.014515,836061964.0
30356.029236,836054631.0
30362.043478,836029631.0
30368.042877,836089364.0
30374.056009,836104531.0
30380.058519,836078731.0
30386.080042,836063964.0
30392.09511,836053631.0
30398.119978,836188164.0
30404.12931,836040264.0
30410.145922,836079031.0
30416.156732,835968331.0
30422.168671,835984998.0
30428.17704,835988164.0
