time_s,value,kept
2506.569551,835895598.0,1
2512.588477,835918331.0,1
2518.593291,835929731.0,1
2524.607942,835929831.0,1
2530.602981,835888064.0,1
2536.604182,835887964.0,1
2542.610093,835904731.0,1
2548.603931,835887864.0,1
2554.607743,835946698.0,1
2560.613853,835876664.0,1
2566.618385,835837264.0,1
2572.624008,835809998.0,1
2578.626511,835838864.0,1
2584.635533,835929731.0,1
2590.636281,835837964.0,1
2596.636638,835888064.0,1
2602.637954,835936964.0,1
2608.63738,835845898.0,1
2614.651443,835929531.0,1
2620.655388,835904931.0,1
2626.650595,835922198.0,1
2632.652475,835904831.0,1
2638.653078,835909998.0,1
2644.656292,835915164.0,1
2650.671574,835978231.0,1
2656.671686,836028931.0,1
2662.68221,835895198.0,1
2668.679915,835913431.0,1
2674.695702,835930431.0,1
2680.70285,835846398.0,1
2686.703038,835878931.0,1
2692.718525,835901664.0,1
2698.72763,835821798.0,1
2704.740001,835954231.0,1
2710.757246,835918331.0,1
2716.760002,835914064.0,1
2722.77733,835895398.0,1
2728.774526,835896698.0,1
2734.780845,835947898.0,1
2740.773587,835978931.0,1
2746.775421,835888364.0,1
2752.775905,835847798.0,1
2758.775247,835953231.0,1
2764.776882,835895898.0,1
2770.785006,835903331.0,1
2776.805808,835930131.0,1
2782.810792,835921198.0,1
2788.829348,835953331.0,1
2794.853126,835855231.0,1
2800.853442,835930131.0,1
2806.868397,835914464.0,1
2812.875576,835877831.0,1
2818.890697,835851664.0,1
2824.892312,835913164.0,1
2830.901702,835801664.0,1
2836.90823,835905231.0,1
2842.926851,835863264.0,1
2848.94016,835954231.0,1
2854.940133,835846098.0,1
2860.951079,835845998.0,1
2866.953031,835845998.0,1
2872.951892,835859998.0,1
2878.956095,835831231.0,1
2884.961568,835904931.0,1
2890.967922,835854431.0,1
2896.974494,835871998.0,1
2902.975201,835879631.0,1
2908.981212,835843331.0,1
2914.977793,835938164.0,1
2920.980886,835928431.0,1
2926.98768,835929231.0,1
2932.994324,835870098.0,1
2938.997867,835889464.0,1
2945.001713,835895998.0,1
2951.013249,835876664.0,1
2957.023305,835928831.0,1
2963.029778,835857031.0,1
2969.026509,835893331.0,1
2975.034759,835889264.0,1
2981.049794,835963964.0,1
2987.067115,835946098.0,1
2993.075852,835955431.0,1
2999.076675,835879731.0,1
3005.077154,835904631.0,1
3011.081321,835855931.0,1
3017.095801,835876664.0,1
3023.109637,835862364.0,1
3029.124107,835847198.0,1
3035.140195,835864164.0,1
3041.142565,835855731.0,1
3047.148665,835918331.0,1
3053.162519,835956631.0,1
3059.171776,835956631.0,1
3065.168667,835911764.0,1
3071.171431,835963264.0,1
3077.190011,835871498.0,1
3083.191395,835878531.0,1
3089.205803,835830131.0,1
3095.215851,835855531.0,1
3101.219225,835870998.0,1
3107.237235,835887364.0,1
3113.252646,835828731.0,1
3119.266986,835888164.0,1
3125.28563,835948198.0,1
3131.299527,835879831.0,1
3137.314687,835955231.0,1
3143.325846,835913264.0,1
3149.326366,835862264.0,1
3155.345232,835918331.0,1
3161.344845,835953931.0,1
3167.357187,835987064.0,1
3173.365214,836029831.0,1
3179.373737,835904131.0,1
3185.369752,835937464.0,1
3191.37509,835988264.0,1
3197.371922,835928831.0,1
3203.370074,835896698.0,1
3209.373948,835971098.0,1
3215.386921,835926664.0,1
3221.393035,835887064.0,1
3227.409849,835851664.0,1
3233.418662,835887364.0,1
3239.428613,835886864.0,1
3245.532499,835843331.0,1
3251.56058,835884998.0,1
3257.561566,835884998.0,1
3263.562929,835903231.0,1
3269.567671,835859998.0,1
3275.571161,835962164.0,1
3281.578661,835945498.0,1
3287.590784,835946698.0,1
3293.592949,836021898.0,1
3299.602167,835979431.0,1
3305.605669,835993331.0,1
3311.601675,835929231.0,1
3317.61468,835926664.0,1
3323.620707,836006031.0,1
3329.619963,835962764.0,1
3335.627997,835887764.0,1
3341.634574,835930831.0,1
3347.633616,835997598.0,1
3353.636247,835979831.0,1
3359.642514,835923298.0,1
3365.6554,835926664.0,1
3371.658782,835970298.0,1
3377.67632,835886664.0,1
3383.691725,835868331.0,1
3389.703186,835965064.0,1
3395.726602,835936664.0,1
3401.73544,835853831.0,1
3407.760374,835961964.0,1
3413.772329,835911564.0,1
3419.783448,835945598.0,1
3425.7996,835946598.0,1
3431.82205,835955431.0,1
3437.828049,835996298.0,1
3443.953834,835988164.0,1
3449.981309,835979931.0,1
3455.977765,835979931.0,1
3461.977757,835971298.0,1
3467.977773,835923498.0,1
3473.98702,835945998.0,1
3479.992915,835920798.0,1
3485.995817,835918331.0,1
3492.004972,835922098.0,1
3498.021715,836001664.0,1
3504.035473,835938864.0,1
3510.043383,835911464.0,1
3516.060288,835902631.0,1
3522.064552,835996098.0,1
3528.061953,835987564.0,1
3534.059648,835978331.0,1
3540.0654,835929931.0,1
3546.078098,835988264.0,1
3552.093929,835938164.0,1
3558.102644,835912564.0,1
3564.110065,836001664.0,1
3570.118737,835904631.0,1
3576.12765,835996298.0,1
3582.123049,835994798.0,1
3588.135316,835894698.0,1
3594.138798,835876664.0,1
3600.155783,835879331.0,1
3606.171453,835911664.0,1
3612.198979,835872998.0,1
3618.201945,835837264.0,1
3624.225242,835984998.0,1
3630.232559,835913664.0,1
3636.244558,835972198.0,1
3642.369633,835936064.0,1
3648.369458,835958264.0,1
3654.377801,835989364.0,1
3660.389074,835912964.0,1
3666.422221,835969798.0,1
3672.439335,835978331.0,1
3678.438026,835880431.0,1
3684.446975,836014264.0,1
3690.454337,836029731.0,1
3696.455587,835956131.0,1
3702.469458,835988364.0,1
3708.490903,835939064.0,1
3714.503146,836064164.0,1
3720.520795,836031031.0,1
3726.539074,835984998.0,1
3732.545454,836047298.0,1
3738.569563,835905031.0,1
3744.58131,835996398.0,1
3750.587753,836063064.0,1
3756.592434,836004331.0,1
3762.592919,835979431.0,1
3768.592188,835997898.0,1
3774.589464,835922198.0,1
3780.586307,835887564.0,1
3786.594066,835920298.0,1
3792.588386,835946098.0,1
3798.591198,835904731.0,1
3804.593113,835873998.0,1
3810.587795,835868331.0,1
3816.59228,835905431.0,1
3822.586822,835886764.0,1
3828.587749,835870798.0,1
3834.590275,836020598.0,1
3840.593269,836006531.0,1
3846.612289,836031331.0,1
3852.623081,835946898.0,1
3858.625925,835955531.0,1
3864.638815,835929931.0,1
3870.640508,835919898.0,1
3876.638163,835905531.0,1
3882.636872,835980031.0,1
3888.64008,835979231.0,1
3894.638254,835929931.0,1
3900.64337,836018331.0,1
3906.651333,835921298.0,1
3912.655519,835876664.0,1
3918.654806,835951664.0,1
3924.652538,835912364.0,1
3930.6573,835912064.0,1
3936.667546,835888064.0,1
3942.667066,835965264.0,1
3948.676045,835997298.0,1
3954.666088,836009998.0,1
3960.67406,836012064.0,1
3966.69037,835978731.0,1
3972.70827,835989364.0,1
3978.700267,835904431.0,1
3984.698893,835868331.0,1
3990.69527,835913064.0,1
3996.696439,835913864.0,1
4002.703491,835963464.0,1
4008.700042,835909998.0,1
4014.704602,835905231.0,1
4020.7253,835963164.0,1
4026.822353,835840164.0,1
4032.820948,835972464.0,1
4038.836037,835989564.0,1
4044.838423,835871198.0,1
4050.841542,835971598.0,1
4056.838474,836014264.0,1
4062.844566,835884998.0,1
4068.856529,835895098.0,1
4074.854162,835962964.0,1
4080.857038,835801664.0,1
4086.874223,835851664.0,1
4092.893241,835905531.0,1
4098.912136,836036764.0,1
4104.918399,835888064.0,1
4110.927082,835889164.0,1
4116.939191,836021198.0,1
4122.95502,836005231.0,1
4128.977562,835911764.0,1
4134.980735,835943331.0,1
4140.97774,835970698.0,1
4146.984375,835979931.0,1
4153.005028,835884998.0,1
4159.016294,835979131.0,1
4165.011711,835954531.0,1
4171.011174,836038464.0,1
4177.014451,836018331.0,1
4183.012431,836030531.0,1
4189.012028,835993331.0,1
4195.010133,835926664.0,1
4201.023597,835954831.0,1
4207.026678,835961964.0,1
4213.025932,835976664.0,1
4219.031892,835922498.0,1
4225.043875,835859998.0,1
4231.060576,835859998.0,1
4237.067441,835978731.0,1
4243.077535,835929631.0,1
4249.079713,835962264.0,1
4255.094277,836031031.0,1
4261.088759,835893331.0,1
4267.090494,835903131.0,1
4273.091491,835938464.0,1
4279.090143,835929231.0,1
4285.087474,835877431.0,1
4291.097939,835903931.0,1
4297.104172,835906231.0,1
4303.111701,835919898.0,1
4309.124701,835986264.0,1
4315.139579,836030531.0,1
4321.150297,835995898.0,1
4327.16359,835851664.0,1
4333.178421,835884998.0,1
4339.184261,835901664.0,1
4345.190216,835945998.0,1
4351.209368,835981831.0,1
4357.224699,835920798.0,1
4363.236832,836005831.0,1
4369.254085,835886764.0,1
4375.260668,835954831.0,1
4381.261631,835980531.0,1
4387.258904,835888064.0,1
4393.262223,835976131.0,1
4399.280477,836014664.0,1
4405.294582,835868331.0,1
4411.293156,835989164.0,1
4417.294113,835921898.0,1
4423.290286,835921898.0,1
4429.293187,835922898.0,1
4435.298027,835964264.0,1
4441.290625,835979731.0,1
4447.3052,835970098.0,1
4453.305821,835851664.0,1
4459.314286,836022098.0,1
4465.313,835971898.0,1
4471.305011,836019798.0,1
4477.305908,835971398.0,1
4483.313059,835968331.0,1
4489.32161,835995698.0,1
4495.322972,835970498.0,1
4501.321636,835918331.0,1
4507.32528,835995098.0,1
4513.328156,835919598.0,1
4519.357723,836063064.0,1
4525.374085,835868331.0,1
4531.392771,835929731.0,1
4537.402456,835971998.0,1
4543.406877,835937564.0,1
4549.417093,835959998.0,1
4555.426273,835887264.0,1
4561.423921,836028731.0,1
4567.434788,835978131.0,1
4573.43514,835951664.0,1
4579.439532,835931131.0,1
4585.457603,835959998.0,1
4591.463459,835930331.0,1
4597.466062,836029931.0,1
4603.484183,835996698.0,1
4609.500857,835953331.0,1
4615.516754,835953331.0,1
4621.51236,836045798.0,1
4627.512492,836001664.0,1
4633.517062,836014764.0,1
4639.532601,835970398.0,1
4645.541558,836004231.0,1
4651.548416,836009998.0,1
4657.566951,835951664.0,1
4663.579494,836029831.0,1
4669.579944,836029831.0,1
4675.592259,835893331.0,1
4681.597513,836028231.0,1
4687.611721,836095498.0,1
4693.626672,835968331.0,1
4699.630351,836043331.0,1
4705.62593,835970798.0,1
4711.627675,835926664.0,1
4717.62354,835979231.0,1
4723.622771,835922498.0,1
4729.627598,835876664.0,1
4735.634426,835930431.0,1
4741.64079,835979031.0,1
4747.655424,835979431.0,1
4753.672149,836028331.0,1
4759.682491,836028331.0,1
4765.687797,836006531.0,1
4771.708957,836038164.0,1
4777.719328,835893331.0,1
4783.727334,835988864.0,1
4789.730706,836022498.0,1
4795.73041,835929831.0,1
4801.730168,835963464.0,1
4807.729275,835963464.0,1
4813.734068,835963464.0,1
4819.736302,836072298.0,1
4825.744115,835961964.0,1
4831.750708,835930231.0,1
4837.762107,835959998.0,1
4843.75877,836005531.0,1
4849.763463,836030631.0,1
4855.784913,836026664.0,1
4861.789719,835993331.0,1
4867.806914,835979231.0,1
4873.809451,836004331.0,1
4879.806043,835996698.0,1
4885.813244,836053631.0,1
4891.830598,835994898.0,1
4897.844552,835945798.0,1
4903.854214,835954431.0,1
4909.855688,835938064.0,1
4915.878812,835954331.0,1
4921.896026,835957731.0,1
4927.907043,836063764.0,1
4933.928393,835945798.0,1
4939.931189,835993331.0,1
4945.944268,835996798.0,1
4951.951771,835851664.0,1
4957.952189,836054931.0,1
4963.965382,836053431.0,1
4969.974936,835893331.0,1
4975.983511,835968331.0,1
4981.986239,835989064.0,1
4987.981134,835906531.0,1
4993.9802,836029031.0,1
4999.977466,836029031.0,1
5005.981248,835888564.0,1
5011.988744,835963264.0,1
5018.010913,835937464.0,1
5024.016759,835953731.0,1
5030.037781,835976664.0,1
5036.043309,836026664.0,1
5042.04625,836012964.0,1
5048.041455,835951664.0,1
5054.042355,835893331.0,1
5060.040062,835944698.0,1
5066.043004,836001664.0,1
5072.046663,835987264.0,1
5078.049109,835989264.0,1
5084.054855,835921198.0,1
5090.058788,835956031.0,1
5096.059841,835930831.0,1
5102.057217,835934998.0,1
5108.057394,836022998.0,1
5114.057673,835913364.0,1
5120.056212,835928731.0,1
5126.060238,835987464.0,1
5132.062479,835996798.0,1
5138.078895,835902931.0,1
5144.098347,835962564.0,1
5150.114831,835940564.0,1
5156.120723,835918331.0,1
5162.120882,835971698.0,1
5168.124199,836013464.0,1
5174.13988,835901664.0,1
5180.138609,835954731.0,1
5186.142838,835917031.0,1
5192.154847,835929431.0,1
5198.15802,836029631.0,1
5204.16132,835979231.0,1
5210.157103,835996298.0,1
5216.172449,836004031.0,1
5222.181512,835988064.0,1
5228.19009,835979831.0,1
5234.189697,835976664.0,1
5240.208449,836063764.0,1
5246.213088,835987664.0,1
5252.214763,835946798.0,1
5258.213416,835901664.0,1
5264.216376,836053131.0,1
5270.218677,836081431.0,1
5276.212971,836013164.0,1
5282.21073,836079231.0,1
5288.211011,835962264.0,1
5294.213008,836003531.0,1
5300.218683,836063164.0,1
5306.229869,835954731.0,1
5312.226816,835961964.0,1
5318.229042,836054931.0,1
5324.230492,836054531.0,1
5330.242642,836013164.0,1
5336.256049,835980831.0,1
5342.269044,836053831.0,1
5348.277339,835959998.0,1
5354.279637,835979331.0,1
5360.279772,836001664.0,1
5366.275691,836063964.0,1
5372.348679,835968331.0,1
5378.360189,836099864.0,1
5384.381219,836115364.0,1
5390.391745,836021798.0,1
5396.400205,836047298.0,1
5402.404797,835963664.0,1
5408.425723,836070998.0,1
5414.432141,836026664.0,1
5420.431038,836009998.0,1
5426.435019,835979831.0,1
5432.432514,836004131.0,1
5438.430515,836005331.0,1
5444.440463,836056431.0,1
5450.448089,836055231.0,1
5456.446793,836045998.0,1
5462.45848,836001664.0,1
5468.465325,836012464.0,1
5474.464247,836096298.0,1
5480.462969,835962864.0,1
5486.461552,836077631.0,1
5492.4626,836070598.0,1
5498.467806,835918331.0,1
5504.464402,835962464.0,1
5510.477743,835920798.0,1
5516.480185,835976664.0,1
5522.485398,835962964.0,1
5528.493515,836054131.0,1
5534.493406,836005131.0,1
5540.503089,835946298.0,1
5546.512094,836004931.0,1
5552.510263,835926664.0,1
5558.516688,836001664.0,1
5564.570331,835905331.0,1
5570.592421,835900431.0,1
5576.618242,835905931.0,1
5582.620289,835893331.0,1
5588.624378,836028231.0,1
5594.622239,835984998.0,1
5600.630587,835884998.0,1
5606.645249,835976664.0,1
5612.659902,835987564.0,1
5618.678344,835996198.0,1
5624.685458,835909998.0,1
5630.688787,836021198.0,1
5636.697844,836028031.0,1
5642.701705,835964264.0,1
5648.71057,835893331.0,1
5654.712342,836054431.0,1
5660.719212,835980431.0,1
5666.728524,835971898.0,1
5672.73321,835959998.0,1
5678.730223,836063864.0,1
5684.728423,835972298.0,1
5690.735314,836046198.0,1
5696.749356,835884998.0,1
5702.758285,835993331.0,1
5708.764488,835918331.0,1
5714.778554,835926664.0,1
5720.789332,836059998.0,1
5726.795301,836038264.0,1
5732.81251,836071698.0,1
5738.806306,835981531.0,1
5744.807078,835922898.0,1
5750.812208,835964164.0,1
5756.816913,836046898.0,1
5762.829401,836002731.0,1
5768.846141,836002731.0,1
5774.852405,835965564.0,1
5780.855329,836037364.0,1
5786.866889,836061464.0,1
5792.879424,836095598.0,1
5798.884894,835962164.0,1
5804.893465,835953931.0,1
5810.921688,835993331.0,1
5816.944198,836029431.0,1
5822.949919,835887564.0,1
5828.951286,836022298.0,1
5834.961583,836034998.0,1
5840.963298,835978931.0,1
5846.969938,835926664.0,1
5852.989598,836030531.0,1
5858.993728,835918331.0,1
5864.997219,835959998.0,1
5871.019026,835929231.0,1
5877.026614,836009998.0,1
5883.024404,836004031.0,1
5889.036685,835988764.0,1
5895.048722,836095198.0,1
5901.064224,836079831.0,1
5907.057898,836034998.0,1
5913.061133,836063064.0,1
5919.073659,836028531.0,1
5925.078539,836096198.0,1
5931.079511,835987964.0,1
5937.096612,836045598.0,1
5943.105993,836094798.0,1
5949.109927,835979031.0,1
5955.211868,836071898.0,1
5961.214059,835985031.0,1
5967.216499,836006031.0,1
5973.215389,835979631.0,1
5979.212976,835934998.0,1
5985.214259,836048398.0,1
5991.216151,836009998.0,1
5997.216932,836072598.0,1
6003.216803,836087164.0,1
6009.232994,836136964.0,1
6015.248578,836112364.0,1
6021.261459,836039564.0,1
6027.263032,836029631.0,1
6033.26057,836079831.0,1
6039.27111,836019898.0,1
6045.276887,836053531.0,1
6051.277779,835943331.0,1
6057.280858,836063564.0,1
6063.293482,836070898.0,1
6069.290557,836081231.0,1
6075.294514,836034998.0,1
6082.929609,836034998.0,1
6088.933564,836034998.0,1
6094.932067,836064664.0,1
6100.931336,836037264.0,1
6106.954287,836026664.0,1
6112.965684,836011964.0,1
6118.969828,836062464.0,1
6124.992124,836097298.0,1
6131.014058,836003831.0,1
6137.025273,835993331.0,1
6143.033817,835953031.0,1
6149.047672,836071498.0,1
6155.065627,835981731.0,1
6161.077377,836079831.0,1
6167.090859,836104231.0,1
6173.093657,835987164.0,1
6179.091181,836019598.0,1
6185.103036,836037364.0,1
6191.102809,836078331.0,1
6197.104999,835943331.0,1
6203.116771,836046498.0,1
6209.129539,836004431.0,1
6215.140602,836080931.0,1
6221.156565,836005531.0,1
6227.169503,836004431.0,1
6233.166127,835978231.0,1
6239.166274,835938064.0,1
6245.181593,835995798.0,1
6251.181717,836037664.0,1
6257.182065,835987264.0,1
6263.193623,835996698.0,1
6269.255235,836003631.0,1
6275.275241,836095898.0,1
6281.283331,836095898.0,1
6287.295485,836080731.0,1
6293.295006,836054531.0,1
6299.300585,836028031.0,1
6305.310314,835973398.0,1
6311.325664,836086064.0,1
6317.326196,836055731.0,1
6323.344899,836113564.0,1
6329.361452,835979131.0,1
6335.375551,836036364.0,1
6341.384376,836039364.0,1
6347.391168,835987864.0,1
6353.398701,835984998.0,1
6359.406015,836005231.0,1
6365.421251,835968331.0,1
6371.414707,835943331.0,1
6377.423189,836063464.0,1
6383.420515,836063164.0,1
6389.414265,835993331.0,1
6395.429121,836052931.0,1
6401.431586,836029631.0,1
6407.440772,836008131.0,1
6413.430924,835970598.0,1
6419.434622,835988164.0,1
6425.437316,836070098.0,1
6431.449987,836045398.0,1
6437.461056,835978531.0,1
6443.470777,835979731.0,1
6449.468458,836104631.0,1
6455.473949,836031031.0,1
6461.481294,835979131.0,1
6467.481869,835976664.0,1
6473.481038,835976664.0,1
6479.48192,835993331.0,1
6485.482838,836015164.0,1
6491.479673,835972398.0,1
6497.502378,835988064.0,1
6503.511545,836030031.0,1
6509.51173,835952231.0,1
6515.524583,836095698.0,1
6521.532975,835909998.0,1
6527.548461,836004931.0,1
6533.571427,835976664.0,1
6539.57717,836018331.0,1
6545.592597,835951664.0,1
6551.61163,836047598.0,1
6557.632791,836046098.0,1
6563.643465,836003331.0,1
6569.653986,836037364.0,1
6575.649674,836030531.0,1
6581.654239,836054931.0,1
6587.660739,836045898.0,1
6593.667736,836054931.0,1
6599.668677,836072298.0,1
6605.667093,836088364.0,1
6611.665322,836038364.0,1
6617.674389,835996998.0,1
6623.691738,836018331.0,1
6629.698642,835962464.0,1
6635.705547,836011964.0,1
6641.715602,835934998.0,1
6647.720659,836022098.0,1
6653.735551,835970798.0,1
6659.73362,835926664.0,1
6665.73589,835926664.0,1
6671.750336,836006131.0,1
6677.761109,835985964.0,1
6683.783841,835993398.0,1
6689.799385,835954931.0,1
6695.812671,835959998.0,1
6701.834412,836018331.0,1
6707.842197,836028531.0,1
6713.844795,836046498.0,1
6719.848849,836029831.0,1
6725.861734,835996898.0,1
6731.875636,836045698.0,1
6737.895765,835987964.0,1
6743.905393,836063264.0,1
6749.909312,835980431.0,1
6755.925662,836095398.0,1
6761.935644,836136764.0,1
6767.949963,835995898.0,1
6773.955207,835959998.0,1
6779.967737,836081531.0,1
6785.965702,836065264.0,1
6791.976473,836063664.0,1
6797.979774,835996198.0,1
6803.993821,835986464.0,1
6809.997059,836029831.0,1
6816.000242,836001664.0,1
6821.993498,836038764.0,1
6827.994496,835970698.0,1
6834.00328,835968798.0,1
6840.015172,836013764.0,1
6846.026166,836019898.0,1
6852.126358,836054531.0,1
6858.145452,836062064.0,1
6864.152984,836062064.0,1
6870.154388,835996798.0,1
6876.149295,835990864.0,1
6882.157767,836078831.0,1
6888.171053,836002931.0,1
6894.177899,836076664.0,1
6900.18582,836144298.0,1
6906.199766,836107431.0,1
6912.197803,836044498.0,1
6918.198121,835995498.0,1
6924.199837,836129831.0,1
6930.199539,836022598.0,1
6936.210314,836079031.0,1
6942.229015,836043331.0,1
6948.232836,835979831.0,1
6954.25907,835986864.0,1
6960.262087,835986464.0,1
6966.260891,835987864.0,1
6972.262341,835980431.0,1
6978.263738,836104531.0,1
6984.283627,836147598.0,1
6990.275714,836078731.0,1
6996.27849,835968331.0,1
7002.277707,836103831.0,1
7008.29721,835979231.0,1
7014.306909,835943331.0,1
7020.309301,836094698.0,1
7026.308708,836007131.0,1
7032.309268,835986464.0,1
7038.320014,836054731.0,1
7044.336559,836044698.0,1
7050.345228,836014331.0,1
7056.360328,836029931.0,1
7062.372504,836105331.0,1
7068.38763,836103631.0,1
7074.389756,835997098.0,1
7080.410002,836030531.0,1
7086.426693,836019098.0,1
7092.445459,836079631.0,1
7098.448292,836009998.0,1
7104.448072,835978431.0,1
7110.450396,836046198.0,1
7116.475674,836003831.0,1
7122.479905,836037064.0,1
7128.480705,836095498.0,1
7134.487316,835996198.0,1
7140.49968,836063764.0,1
7146.510025,835997198.0,1
7152.509701,836037564.0,1
7158.509463,836071398.0,1
7164.518133,836018331.0,1
7170.533267,836146098.0,1
7176.545073,836161664.0,1
7182.5808,836013464.0,1
7188.591374,836096798.0,1
7194.59218,836138864.0,1
7200.591903,836051664.0,1
7206.605906,836036264.0,1
7212.606648,836052431.0,1
7218.611705,836071698.0,1
7224.618249,836139364.0,1
7230.621107,836093798.0,1
7236.627217,836103231.0,1
7242.699716,836080731.0,1
7248.700821,836080731.0,1
7254.696336,836143331.0,1
7260.700904,836101664.0,1
7266.70463,836112564.0,1
7272.717523,836095198.0,1
7278.716783,836139464.0,1
7284.712031,836101664.0,1
7290.730056,836037364.0,1
7296.728995,836112864.0,1
7302.728194,836079031.0,1
7308.729664,836070898.0,1
7314.731554,836009998.0,1
7320.733625,836130131.0,1
7326.763371,836037164.0,1
7332.763475,836154431.0,1
7338.767655,836078031.0,1
7344.77774,836068331.0,1
7350.77431,836078431.0,1
7356.7808,836148898.0,1
7362.795659,836122398.0,1
7368.806038,836073398.0,1
7374.812623,836113964.0,1
7380.828598,835993331.0,1
7386.840119,836171498.0,1
7392.836863,836071998.0,1
7398.845649,836097898.0,1
7404.85323,836113864.0,1
7410.861499,836101664.0,1
7416.867802,836112364.0,1
7422.87121,836131031.0,1
7428.883337,836180631.0,1
7434.977653,836103731.0,1
7440.979308,836143331.0,1
7446.979834,836143331.0,1
7452.981789,836229431.0,1
7458.990577,836088864.0,1
7465.001656,836143331.0,1
7471.016235,836147098.0,1
7477.02549,836059998.0,1
7483.031451,836009998.0,1
7489.025896,836170698.0,1
7495.02947,836053031.0,1
7501.047929,836113064.0,1
7507.061729,836103831.0,1
7513.077747,836113164.0,1
7519.091377,836046198.0,1
7525.093985,836038764.0,1
7531.118614,836154431.0,1
7537.121003,836055131.0,1
7543.121207,836046398.0,1
7549.122337,836188764.0,1
7555.12193,836063464.0,1
7561.123016,836118331.0,1
7567.141976,836137964.0,1
7573.161257,835993331.0,1
7579.163941,836129231.0,1
7585.177243,836121798.0,1
7591.180914,836111464.0,1
7597.184201,836029131.0,1
7603.185243,836064764.0,1
7609.202223,836130831.0,1
7615.200934,836130131.0,1
7621.21297,836054631.0,1
7627.222095,836036964.0,1
7633.239448,836138364.0,1
7639.243915,836138364.0,1
7645.243944,836130031.0,1
7651.244871,836055131.0,1
7657.248209,836093331.0,1
7663.264081,836111264.0,1
7669.264102,836153331.0,1
7675.262508,836155431.0,1
7681.263346,836155731.0,1
7687.263455,836105331.0,1
7693.28394,836039664.0,1
7699.282749,836054831.0,1
7705.300142,836088464.0,1
7711.315144,836018331.0,1
7717.343589,836146698.0,1
7723.357678,836081131.0,1
7729.361752,836113664.0,1
7735.37986,836084998.0,1
7741.392231,836120398.0,1
7747.410811,836072198.0,1
7753.417291,836153631.0,1
7759.431106,836105231.0,1
7765.434735,836102931.0,1
7771.443057,836171398.0,1
7777.452383,836001664.0,1
7783.450754,836034998.0,1
7789.459997,836059998.0,1
7795.467599,836080431.0,1
7801.48645,836029531.0,1
7807.497538,836089164.0,1
7813.49794,836162664.0,1
7819.512814,836146798.0,1
7825.618198,836118898.0,1
7831.61886,835996598.0,1
7837.620127,836020298.0,1
7843.619704,836105831.0,1
7849.63102,836062564.0,1
7855.648833,835963164.0,1
7861.653907,836139364.0,1
7867.664343,836069898.0,1
7873.66893,835993331.0,1
7879.67821,836105231.0,1
7885.686864,836030131.0,1
7891.702651,836018331.0,1
7897.721379,836137864.0,1
7903.72773,836019898.0,1
7909.735206,836170198.0,1
7915.730246,836187664.0,1
7921.731995,836121098.0,1
7927.734047,836020898.0,1
7933.728316,836138364.0,1
7939.743529,836106431.0,1
7945.744442,836070798.0,1
7951.744337,836089164.0,1
7957.745167,836146198.0,1
7963.750683,836155631.0,1
7969.760548,836137764.0,1
7975.767484,836113964.0,1
7981.779194,836071598.0,1
7987.794967,836179531.0,1
7993.797445,836093331.0,1
7999.818907,836138764.0,1
8005.822556,836073398.0,1
8011.824508,836022198.0,1
8017.837656,836054431.0,1
8023.841316,836109531.0,1
8029.844691,836130931.0,1
8035.852143,836086664.0,1
8041.866272,836086964.0,1
8047.880765,836104831.0,1
8053.890693,836020898.0,1
8059.907836,836111664.0,1
8065.932053,836148198.0,1
8071.941401,836156131.0,1
8077.949023,836018331.0,1
8083.961313,836087864.0,1
8089.965047,836026664.0,1
8095.963258,836101664.0,1
8101.963174,836104331.0,1
8107.963056,836145898.0,1
8113.968147,836014264.0,1
8119.96126,836076664.0,1
8125.969405,836162164.0,1
8131.978564,836079731.0,1
8137.984263,836080831.0,1
8143.994762,836103331.0,1
8149.997118,835996798.0,1
8156.000433,836079631.0,1
8162.009119,836096598.0,1
8168.013727,836087064.0,1
8174.032114,835988164.0,1
8180.045361,836078831.0,1
8186.062331,836046198.0,1
8192.075719,836045598.0,1
8198.080899,836161464.0,1
8204.09309,836162964.0,1
8210.096009,836138364.0,1
8216.105756,836154331.0,1
8222.11467,836154331.0,1
8228.129178,836043331.0,1
8234.144505,835984998.0,1
8240.159165,836056031.0,1
8246.190411,836188364.0,1
8252.195809,836054131.0,1
8258.206357,836145498.0,1
8264.218183,836188464.0,1
8270.234826,836034998.0,1
8276.235701,836076664.0,1
8282.249217,836012664.0,1
8288.249936,836045898.0,1
8294.259406,836089164.0,1
8300.263229,836028331.0,1
8306.263061,836003931.0,1
8312.276011,836029931.0,1
8318.280542,836084998.0,1
8324.295399,836076664.0,1
8330.291106,836172198.0,1
8336.291017,836062564.0,1
8342.299557,836018331.0,1
8348.294341,836112464.0,1
8354.296639,836007031.0,1
8360.309747,836162364.0,1
8366.316141,836012764.0,1
8372.336645,836022098.0,1
8378.341458,836104831.0,1
8384.34469,836029431.0,1
8390.355226,836097298.0,1
8396.352661,836114964.0,1
8402.358998,836061964.0,1
8408.475016,836069798.0,1
8414.476626,836051664.0,1
8420.486722,836051664.0,1
8426.478858,836034998.0,1
8432.478939,836154831.0,1
8438.480558,836078131.0,1
8444.480053,836113264.0,1
8450.476715,836096598.0,1
8456.480232,836022898.0,1
8462.50075,836026664.0,1
8468.518372,836051664.0,1
8474.529399,836078331.0,1
8480.528658,835959998.0,1
8486.545811,836076664.0,1
8492.546166,836084998.0,1
8498.557161,836076664.0,1
8504.56465,836129431.0,1
