Parameter,atoms_UP_Fit,atoms_UP_Fit_Std,atoms_DW_Fit,atoms_DW_Fit_Std,atoms_UP_Raw,atoms_UP_Raw_Std,atoms_DW_Raw,atoms_DW_Raw_Std,amp_UP_Fit,amp_UP_Fit_Std,amp_DW_Fit,amp_DW_Fit_Std,amp_UP_Raw,amp_UP_Raw_Std,amp_DW_Raw,amp_DW_Raw_Std,sigma_UP_Fit,sigma_UP_Fit_Std,sigma_DW_Fit,sigma_DW_Fit_Std,sigma_UP_Raw,sigma_UP_Raw_Std,sigma_DW_Raw,sigma_DW_Raw_Std,temp_UP_Fit,temp_UP_Fit_Std,temp_DW_Fit,temp_DW_Fit_Std,temp_UP_Raw,temp_UP_Raw_Std,temp_DW_Raw,temp_DW_Raw_Std,arrival_UP_Fit,arrival_UP_Fit_Std,arrival_DW_Fit,arrival_DW_Fit_Std,arrival_UP_Raw,arrival_UP_Raw_Std,arrival_DW_Raw,arrival_DW_Raw_Std,prob_UP_Fit,prob_UP_Fit_Std,prob_DW_Fit,prob_DW_Fit_Std,prob_UP_Raw,prob_UP_Raw_Std,prob_DW_Raw,prob_DW_Raw_Std
282,8496.7600,4603.8996,598167.9110,63924.2471,-2929.5674,5972.9034,610657.2598,64903.1696,0.0005,0.0001,0.0069,0.0007,0.0005,0.0001,0.0073,0.0007,3.2605,0.2769,4.6327,0.0315,5.4067,0.8594,4.3424,0.2856,2.2627,0.4033,4.5902,0.0628,6.2963,1.9680,4.0451,0.5245,0.8002,0.0002,0.8038,0.0001,0.7995,0.0005,0.8037,0.0004,1.3569,0.5819,98.6431,0.5819,-0.5241,1.0204,100.5241,1.0204
284,4794.8295,6009.2527,565032.8140,45735.1361,-8749.2243,8427.6063,574713.2430,44445.3838,0.0004,0.0001,0.0066,0.0005,0.0005,0.0001,0.0069,0.0005,2.9136,0.2711,4.6013,0.0496,5.1512,0.5300,4.3849,0.3228,1.8086,0.3171,4.5281,0.0988,5.6524,1.1792,4.1280,0.6183,0.8001,0.0002,0.8038,0.0001,0.7996,0.0008,0.8036,0.0003,0.7833,0.9785,99.2167,0.9785,-1.6369,1.6134,101.6369,1.6134
286,6836.1169,5824.8043,569336.5397,72058.4530,-6939.5130,11776.6411,581242.3694,73519.8083,0.0005,0.0001,0.0066,0.0008,0.0005,0.0000,0.0070,0.0009,3.0235,0.4366,4.6213,0.0530,4.9384,1.3663,4.5126,0.3498,1.9663,0.5540,4.5684,0.1037,5.4646,3.0883,4.3751,0.6643,0.8001,0.0002,0.8038,0.0001,0.7997,0.0008,0.8037,0.0003,1.1783,1.0571,98.8217,1.0571,-1.2955,2.1719,101.2955,2.1719
288,8717.0109,6322.2235,570493.3275,42401.1150,-3275.2905,9637.1726,582893.0645,42523.9229,0.0005,0.0001,0.0066,0.0005,0.0005,0.0001,0.0070,0.0005,3.2544,0.3247,4.6192,0.0532,6.1730,0.5632,4.5978,0.4149,2.2607,0.4352,4.5646,0.1052,8.0946,1.4912,4.5472,0.8092,0.8004,0.0002,0.8038,0.0002,0.7993,0.0005,0.8036,0.0004,1.4533,0.9623,98.5467,0.9623,-0.6489,1.7068,100.6489,1.7068
290,10903.6250,7324.5406,592063.6541,52525.5624,573.2585,10484.2716,603620.1880,52918.5401,0.0005,0.0001,0.0069,0.0006,0.0006,0.0001,0.0072,0.0006,3.2813,0.5256,4.6131,0.0383,4.9809,1.0052,4.3849,0.3228,2.3254,0.6895,4.5516,0.0757,5.4130,2.0112,4.1297,0.6174,0.8001,0.0003,0.8038,0.0001,0.7997,0.0005,0.8038,0.0003,1.7431,1.1104,98.2569,1.1104,-0.0188,1.8633,100.0188,1.8633
292,4470.2602,4970.1444,600374.7881,39543.3158,-10403.1372,6947.0106,610518.5268,40441.1451,0.0004,0.0001,0.0070,0.0004,0.0005,0.0001,0.0073,0.0005,1.9499,2.5976,4.5855,0.0140,5.8749,1.0916,4.2572,0.3687,1.9481,0.4545,4.4979,0.0292,7.4879,2.7865,3.9001,0.6354,0.8003,0.0003,0.8039,0.0002,0.7996,0.0010,0.8039,0.0003,0.7233,0.7961,99.2767,0.7961,-1.7456,1.1719,101.7456,1.1719
294,8349.8308,6042.4645,585811.5776,76311.5289,-3786.7174,10315.3620,598135.6152,76730.6949,0.0005,0.0001,0.0068,0.0008,0.0005,0.0001,0.0072,0.0009,3.2628,0.4409,4.6012,0.0643,5.2364,0.6491,4.5126,0.2775,2.2876,0.5980,4.5296,0.1271,5.8677,1.3752,4.3661,0.5373,0.8004,0.0003,0.8039,0.0001,0.7999,0.0008,0.8036,0.0004,1.3259,0.7968,98.6741,0.7968,-0.8206,1.8010,100.8206,1.8010
296,6906.8313,7316.3014,604181.8318,70917.8140,-5017.8766,8557.5278,615785.4564,72632.3052,0.0005,0.0001,0.0070,0.0008,0.0005,0.0001,0.0073,0.0009,2.0039,2.5635,4.6272,0.0279,5.3641,0.5510,4.2572,0.0000,1.9610,0.5254,4.5791,0.0551,6.1296,1.2697,3.8773,0.0020,0.7999,0.0002,0.8038,0.0001,0.7996,0.0004,0.8039,0.0002,1.1033,1.1068,98.8967,1.1068,-0.8788,1.3566,100.8788,1.3566
298,12256.4144,9443.5168,570622.8347,25390.9615,1093.6775,14969.9677,581402.3092,27073.9825,0.0005,0.0001,0.0066,0.0002,0.0006,0.0001,0.0069,0.0003,3.3400,0.5847,4.6203,0.0628,5.2789,1.1304,4.3849,0.2856,2.4176,0.8543,4.5659,0.1237,6.0973,2.5200,4.1252,0.5345,0.8001,0.0002,0.8038,0.0001,0.7994,0.0006,0.8037,0.0003,2.0538,1.5250,97.9462,1.5250,0.0617,2.5761,99.9383,2.5761
300,13872.8809,10181.9230,581267.8207,42858.3970,4546.8526,16263.5273,591176.3107,43926.4963,0.0005,0.0001,0.0067,0.0004,0.0006,0.0001,0.0070,0.0005,3.2799,0.6450,4.6493,0.0865,5.4918,0.9448,4.5552,0.1166,2.3452,0.9275,4.6254,0.1698,6.5117,2.3397,4.4387,0.2261,0.7999,0.0002,0.8039,0.0001,0.7992,0.0005,0.8037,0.0002,2.2710,1.6559,97.7290,1.6559,0.6377,2.7865,99.3623,2.7865
302,23449.7418,10049.6192,598224.9591,63002.6504,18127.4916,17644.8696,609914.3106,66244.0421,0.0007,0.0001,0.0068,0.0006,0.0008,0.0002,0.0072,0.0007,3.2277,0.3819,4.7133,0.0643,4.4701,0.1505,4.3424,0.1166,2.2246,0.5287,4.7513,0.1301,4.2165,0.2919,4.0356,0.2168,0.7995,0.0001,0.8037,0.0000,0.7989,0.0007,0.8038,0.0001,3.6888,1.1929,96.3112,1.1929,2.7116,2.6038,97.2884,2.6038
304,19567.8998,10706.4965,589617.1319,79369.7823,8185.8980,15011.3305,600801.0368,79239.9703,0.0007,0.0002,0.0067,0.0009,0.0008,0.0001,0.0070,0.0009,2.8814,0.3963,4.7114,0.0767,4.0443,0.4598,4.3104,0.2038,1.7767,0.4618,4.7475,0.1528,3.4782,0.7531,3.9805,0.3694,0.7992,0.0002,0.8037,0.0001,0.7986,0.0006,0.8038,0.0002,3.1414,1.7277,96.8586,1.7277,1.2152,2.6788,98.7848,2.6788
306,20568.8065,3420.4249,573388.9656,60583.3773,6878.0396,4607.6425,580442.4784,61334.8666,0.0008,0.0001,0.0065,0.0006,0.0009,0.0001,0.0067,0.0007,2.6263,0.1478,4.7406,0.0471,3.4909,0.3867,4.5552,0.1904,1.4589,0.1695,4.8084,0.0976,2.5964,0.5570,4.4459,0.3649,0.7992,0.0001,0.8039,0.0001,0.7992,0.0005,0.8039,0.0002,3.4662,0.5058,96.5338,0.5058,1.1291,0.7353,98.8709,0.7353
308,37537.7843,10437.2885,608276.1989,65035.8350,31493.4252,14345.2053,616236.1614,66367.3842,0.0011,0.0001,0.0067,0.0007,0.0011,0.0001,0.0070,0.0007,2.8788,0.2855,4.8512,0.0449,2.9800,0.4992,4.7255,0.2775,1.7626,0.3465,5.0358,0.0936,1.9169,0.5718,4.7894,0.5639,0.7992,0.0002,0.8039,0.0001,0.7995,0.0006,0.8038,0.0002,5.7632,1.1342,94.2368,1.1342,4.7447,1.7788,95.2553,1.7788
310,25865.7628,3897.6413,578285.4197,52293.6693,15222.4509,6083.5947,584589.3649,49059.0925,0.0009,0.0000,0.0065,0.0005,0.0009,0.0001,0.0068,0.0006,2.7967,0.1540,4.7636,0.0499,3.6718,0.4388,4.7361,0.1064,1.6543,0.1838,4.8542,0.1023,2.8740,0.6943,4.7962,0.2185,0.7992,0.0002,0.8038,0.0001,0.7991,0.0004,0.8036,0.0001,4.3082,0.7843,95.6918,0.7843,2.5757,1.1254,97.4243,1.1254
312,31094.9610,3095.0542,547558.1804,45079.4589,22210.6388,5636.9731,555445.5683,44899.2540,0.0009,0.0001,0.0061,0.0005,0.0009,0.0001,0.0063,0.0005,2.8862,0.1175,4.8073,0.0483,4.0443,0.1738,4.6297,0.1064,1.7595,0.1433,4.9434,0.0982,3.4481,0.2915,4.5847,0.2067,0.7991,0.0001,0.8038,0.0001,0.7984,0.0006,0.8037,0.0001,5.3709,0.1892,94.6291,0.1892,3.8044,0.6457,96.1956,0.6457
314,30253.2593,7474.7800,529206.2319,20630.0315,18740.6593,13999.7323,534582.9709,20666.6538,0.0009,0.0001,0.0059,0.0002,0.0009,0.0001,0.0062,0.0002,2.8058,0.2476,4.8063,0.0607,3.5761,0.5510,4.6404,0.2775,1.6710,0.2969,4.9403,0.1248,2.7476,0.8744,4.6161,0.5422,0.7991,0.0001,0.8037,0.0001,0.7991,0.0006,0.8036,0.0003,5.3683,1.1037,94.6317,1.1037,3.2831,2.3383,96.7169,2.3383
316,22781.8710,6272.2457,521173.9250,18621.3304,8217.0970,14575.5009,527731.0024,20329.8934,0.0008,0.0001,0.0059,0.0002,0.0008,0.0001,0.0062,0.0002,2.7137,0.3112,4.7496,0.0702,3.8315,0.7526,4.8106,0.1904,1.5706,0.3721,4.8276,0.1401,3.1918,1.2155,4.9533,0.3943,0.7993,0.0001,0.8039,0.0001,0.7991,0.0004,0.8036,0.0003,4.1616,1.0310,95.8384,1.0310,1.4156,2.7248,98.5844,2.7248
318,30167.6968,8456.5828,617665.1173,50770.1614,22635.9305,12846.9162,627572.1323,53671.5448,0.0009,0.0001,0.0070,0.0006,0.0009,0.0001,0.0073,0.0006,3.1799,0.3115,4.7732,0.0247,4.1295,0.8049,4.5978,0.2427,2.1516,0.4266,4.8725,0.0505,3.7073,1.4561,4.5277,0.4718,0.7994,0.0002,0.8038,0.0001,0.7992,0.0002,0.8035,0.0002,4.6062,0.8976,95.3938,0.8976,3.3756,1.6586,96.6244,1.6586
320,29446.6426,12767.5190,588452.4553,67199.5725,20708.2588,22928.4084,596970.8011,68736.1061,0.0008,0.0002,0.0067,0.0007,0.0009,0.0001,0.0070,0.0008,3.1119,0.4719,4.7329,0.0732,4.0018,0.2775,4.5978,0.1904,2.0826,0.6112,4.7924,0.1471,3.3917,0.4838,4.5259,0.3787,0.7994,0.0001,0.8038,0.0001,0.7992,0.0002,0.8037,0.0002,4.6425,1.7059,95.3575,1.7059,3.0432,3.6373,96.9568,3.6373
322,23760.5740,1706.6525,535724.4040,34846.0064,13067.0563,4308.8237,545310.2954,36537.6639,0.0008,0.0001,0.0061,0.0004,0.0008,0.0000,0.0064,0.0005,3.0137,0.1279,4.7037,0.0169,4.4701,0.6266,4.5233,0.3635,1.9209,0.1658,4.7339,0.0341,4.2756,1.2071,4.3971,0.6903,0.7995,0.0002,0.8039,0.0001,0.7992,0.0011,0.8038,0.0002,4.2489,0.2165,95.7511,0.2165,2.3635,0.8289,97.6365,0.8289
324,32470.8023,8100.7120,571805.2256,55509.5027,23125.0920,9918.0101,580680.4711,58341.7175,0.0009,0.0002,0.0064,0.0006,0.0010,0.0002,0.0067,0.0006,2.9586,0.0944,4.7716,0.0590,3.5335,0.6314,4.8106,0.2427,1.8491,0.1183,4.8704,0.1204,2.7013,0.8963,4.9557,0.4933,0.7993,0.0001,0.8038,0.0001,0.7993,0.0006,0.8035,0.0002,5.3104,0.7726,94.6896,0.7726,3.7265,1.2186,96.2735,1.2186
326,30953.0178,8105.7572,539615.3183,47175.5962,20216.2901,12732.0480,547326.3123,48466.0977,0.0010,0.0001,0.0060,0.0005,0.0010,0.0001,0.0062,0.0005,2.6905,0.1385,4.8018,0.0658,3.4058,0.9155,4.7681,0.3562,1.5307,0.1558,4.9334,0.1340,2.5844,1.3876,4.8835,0.7146,0.7992,0.0002,0.8039,0.0001,0.7991,0.0011,0.8038,0.0003,5.3965,1.2219,94.6035,1.2219,3.4872,2.1269,96.5128,2.1269
328,46363.4261,9742.3884,597439.7893,53085.6246,31842.5076,18038.8489,603308.3151,55919.3638,0.0014,0.0001,0.0065,0.0005,0.0014,0.0002,0.0067,0.0006,2.5901,0.1954,4.9259,0.0530,3.0226,0.2775,5.0661,0.1781,1.4216,0.2184,5.1910,0.1116,1.9406,0.3567,5.4918,0.3843,0.7991,0.0001,0.8039,0.0001,0.7992,0.0005,0.8036,0.0003,7.1696,1.0094,92.8304,1.0094,4.9041,2.2868,95.0959,2.2868
330,65222.5576,8716.9384,567553.2525,60504.8551,59155.5639,10916.3058,569596.7729,59657.0560,0.0017,0.0002,0.0061,0.0006,0.0017,0.0002,0.0062,0.0006,2.6723,0.1084,5.0348,0.0356,2.6820,0.1904,5.0661,0.2775,1.5086,0.1242,5.4240,0.0769,1.5244,0.2199,5.5010,0.5919,0.7991,0.0000,0.8039,0.0001,0.7993,0.0003,0.8037,0.0003,10.2854,0.4888,89.7146,0.4888,9.3533,0.9975,90.6467,0.9975
332,82931.8707,16468.1624,549388.1676,47257.1130,75466.3246,19842.5243,552668.7477,45555.9851,0.0021,0.0003,0.0057,0.0004,0.0021,0.0004,0.0058,0.0003,2.6229,0.1280,5.1967,0.1042,2.8523,0.3562,5.2789,0.0952,1.4540,0.1407,5.7801,0.2316,1.7377,0.4446,5.9606,0.2110,0.7991,0.0001,0.8039,0.0001,0.7992,0.0003,0.8037,0.0002,13.0186,1.4009,86.9814,1.4009,11.8667,1.9962,88.1333,1.9962
334,92028.8992,6167.6641,511609.5777,29165.0092,82254.1069,7940.2128,511396.1932,28756.9588,0.0023,0.0002,0.0052,0.0003,0.0023,0.0002,0.0052,0.0003,2.5602,0.0791,5.3108,0.0638,2.7672,0.4760,5.7472,0.3010,1.3836,0.0866,6.0354,0.1457,1.6533,0.5558,7.0722,0.7249,0.7991,0.0001,0.8039,0.0001,0.7991,0.0003,0.8034,0.0003,15.2481,0.6567,84.7519,0.6567,13.8594,1.1891,86.1406,1.1891
336,105840.2754,14769.7302,505765.4155,54494.5407,95320.4843,23046.2686,502655.6614,53523.0972,0.0026,0.0003,0.0050,0.0005,0.0026,0.0003,0.0050,0.0005,2.5395,0.1018,5.4564,0.1024,2.7672,0.3010,5.9601,0.3366,1.3620,0.1102,6.3717,0.2386,1.6305,0.3404,7.6083,0.8512,0.7991,0.0001,0.8039,0.0001,0.7991,0.0003,0.8034,0.0003,17.2756,0.7926,82.7244,0.7926,15.7937,2.1405,84.2063,2.1405
338,118785.6407,21781.8694,484837.5373,66727.9903,106728.2462,23270.8556,480024.8229,64858.8577,0.0028,0.0004,0.0047,0.0006,0.0028,0.0004,0.0047,0.0005,2.5735,0.0663,5.5631,0.0858,2.6820,0.3867,6.1304,0.2332,1.3979,0.0716,6.6230,0.2047,1.5434,0.4464,8.0360,0.5977,0.7991,0.0001,0.8039,0.0001,0.7994,0.0005,0.8033,0.0003,19.6002,0.8018,80.3998,0.8018,18.0504,1.4262,81.9496,1.4262
340,122865.8135,7938.9775,494261.5340,33464.6924,106831.4607,5255.4408,487828.1833,31954.0350,0.0029,0.0002,0.0047,0.0003,0.0029,0.0002,0.0047,0.0003,2.5904,0.0494,5.6075,0.0060,2.5118,0.3157,6.3432,0.4615,1.4161,0.0544,6.7285,0.0164,1.3496,0.3415,8.6277,1.2620,0.7991,0.0001,0.8040,0.0001,0.7996,0.0003,0.8033,0.0005,19.9159,0.4618,80.0841,0.4618,17.9894,0.8349,82.0106,0.8349
342,121233.2828,9812.3816,476030.3104,11812.4450,108249.5918,15496.1051,470085.5815,10276.0719,0.0028,0.0002,0.0046,0.0001,0.0028,0.0002,0.0046,0.0001,2.6758,0.0757,5.5890,0.0682,2.5543,0.3010,6.2155,0.2775,1.5120,0.0848,6.6858,0.1620,1.3940,0.3339,8.2641,0.7342,0.7993,0.0001,0.8040,0.0001,0.7997,0.0003,0.8033,0.0003,20.2756,1.0188,79.7244,1.0188,18.6660,2.0520,81.3340,2.0520
344,124652.0847,6205.5689,519281.4102,34179.3709,114391.6240,12705.7576,514292.3694,34511.2606,0.0028,0.0001,0.0051,0.0003,0.0027,0.0001,0.0052,0.0003,2.7725,0.0730,5.5191,0.0497,2.7672,0.1505,5.9175,0.1781,1.6232,0.0859,6.5179,0.1189,1.6213,0.1752,7.4878,0.4499,0.7993,0.0001,0.8039,0.0001,0.7996,0.0002,0.8035,0.0001,19.3762,0.6610,80.6238,0.6610,18.1773,1.3304,81.8227,1.3304
346,108810.8368,8091.3678,498701.7353,29405.7098,102181.3882,9674.2331,495120.6766,30615.4391,0.0024,0.0001,0.0050,0.0003,0.0024,0.0001,0.0052,0.0003,2.8639,0.0538,5.4067,0.0206,2.6395,0.1166,5.8749,0.1904,1.7312,0.0648,6.2535,0.0467,1.4744,0.1304,7.3780,0.4799,0.7992,0.0001,0.8039,0.0002,0.7997,0.0002,0.8033,0.0002,17.9003,0.2906,82.0997,0.2906,17.0827,0.5337,82.9173,0.5337
348,93436.7103,16071.0726,533137.6470,63627.3458,79220.8748,21073.1808,531910.0168,65462.3398,0.0021,0.0003,0.0055,0.0006,0.0020,0.0002,0.0059,0.0006,2.8733,0.1384,5.1910,0.0645,2.5118,0.1781,5.4918,0.1781,1.7459,0.1686,5.7646,0.1422,1.3402,0.1912,6.4481,0.4187,0.7993,0.0002,0.8038,0.0001,0.8001,0.0002,0.8034,0.0002,14.8432,0.7851,85.1568,0.7851,12.7828,1.7966,87.2172,1.7966
350,74456.1938,8902.5001,512509.8584,33061.8142,58688.4171,7479.4059,512127.0786,33435.4286,0.0017,0.0002,0.0055,0.0003,0.0017,0.0002,0.0057,0.0003,2.8646,0.0446,5.0323,0.0406,2.6608,0.1229,5.3747,0.1064,1.7326,0.0538,5.4161,0.0867,1.5003,0.1377,6.1716,0.2444,0.7993,0.0001,0.8038,0.0001,0.8001,0.0002,0.8033,0.0001,12.6541,0.6045,87.3459,0.6045,10.2542,0.6380,89.7458,0.6380
352,60580.9685,18083.2557,500286.1209,30753.4030,45856.6536,28893.5868,507256.0461,32421.2184,0.0014,0.0002,0.0054,0.0002,0.0014,0.0002,0.0059,0.0002,2.8990,0.2946,4.9340,0.1093,3.1397,0.4388,4.9490,0.2038,1.7887,0.3698,5.2083,0.2312,2.1138,0.5665,5.2395,0.4243,0.7995,0.0001,0.8038,0.0001,0.7998,0.0004,0.8034,0.0002,10.6604,2.2146,89.3396,2.2146,7.9517,4.0944,92.0483,4.0944
354,58699.1013,6637.4522,541643.5489,33781.0444,46950.5102,9257.9473,548821.7814,32406.5859,0.0013,0.0001,0.0060,0.0004,0.0013,0.0001,0.0063,0.0004,3.0895,0.1050,4.8707,0.0112,2.9375,0.3157,4.7681,0.2856,2.0185,0.1368,5.0745,0.0234,1.8434,0.4002,4.8737,0.5554,0.7996,0.0001,0.8038,0.0001,0.8003,0.0001,0.8036,0.0003,9.7612,0.6903,90.2388,0.6903,7.8423,1.2387,92.1577,1.2387
356,49072.6334,12220.1462,538303.7028,37616.8383,34758.6613,20045.0699,543328.3057,39127.4464,0.0012,0.0001,0.0060,0.0004,0.0012,0.0001,0.0064,0.0004,2.9950,0.2681,4.8403,0.0644,3.7038,0.6132,4.7681,0.3562,1.9068,0.3277,5.0114,0.1322,2.9596,0.9821,4.8814,0.7407,0.7995,0.0002,0.8038,0.0001,0.7995,0.0007,0.8036,0.0003,8.2711,1.5765,91.7289,1.5765,5.7949,3.2088,94.2051,3.2088
358,51811.5894,15223.2443,523698.1149,47264.9989,41514.1815,24472.8821,529254.9566,48753.8199,0.0012,0.0002,0.0058,0.0005,0.0013,0.0002,0.0061,0.0004,3.0384,0.2922,4.8522,0.0554,3.5761,0.4094,4.5552,0.2427,1.9642,0.3975,5.0356,0.1169,2.7282,0.6025,4.4477,0.4744,0.7995,0.0002,0.8038,0.0001,0.7995,0.0005,0.8038,0.0001,8.8763,1.5170,91.1237,1.5170,6.9792,2.9618,93.0208,2.9618
360,57326.5442,10647.7408,535091.6175,38433.0120,43678.2399,12472.2686,541293.6088,39103.0454,0.0014,0.0002,0.0059,0.0004,0.0013,0.0001,0.0063,0.0004,2.9754,0.1415,4.8431,0.0286,3.4909,0.8725,4.6829,0.1505,1.8734,0.1804,5.0170,0.0584,2.7012,1.3974,4.6932,0.3003,0.7996,0.0002,0.8038,0.0001,0.7998,0.0010,0.8037,0.0001,9.6162,0.9625,90.3838,0.9625,7.3698,1.3994,92.6302,1.3994
362,71726.8520,13863.5011,518978.7243,47510.3035,58461.2049,21589.0036,525363.6743,49081.4121,0.0016,0.0002,0.0057,0.0005,0.0016,0.0002,0.0060,0.0005,3.0667,0.2301,4.9288,0.0864,4.3424,0.3562,4.7681,0.1904,1.9955,0.2942,5.1985,0.1831,3.9951,0.6639,4.8690,0.3811,0.7995,0.0002,0.8039,0.0001,0.7988,0.0005,0.8038,0.0002,12.0778,1.6106,87.9222,1.6106,9.8101,3.1193,90.1899,3.1193
